id,prefix,name,chi2,pval
8611,b'5-phrase_feature__noun_phrases__current_user_utterance__restaurant',5,235.1914,0.0000
7181,b'4.1-ngram.next_user_utterance__dont care',4.1,234.8901,0.0000
6995,b'4.1-ngram.next_user_utterance__address',4.1,232.4335,0.0000
7180,b'4.1-ngram.next_user_utterance__dont',4.1,229.8376,0.0000
9428,b'5-phrase_feature__noun_phrases__next_system_utterance__outstanding_restaurant',5,229.3330,0.0000
9562,b'5-phrase_feature__noun_phrases__next_system_utterance__road',5,226.5808,0.0000
7074,b'4.1-ngram.next_user_utterance__bye',4.1,223.3413,0.0000
7253,b'4.1-ngram.next_user_utterance__good',4.1,221.3249,0.0000
7254,b'4.1-ngram.next_user_utterance__good bye',4.1,220.4684,0.0000
26,b'3-time_feature__end_of_session',3,220.2308,0.0000
7761,b'4.1-ngram.next_user_utterance__thank good',4.1,218.6260,0.0000
7762,b'4.1-ngram.next_user_utterance__thank good bye',4.1,215.8310,0.0000
10522,b'5-phrase_feature__noun_phrases__next_user_utterance__whats',5,214.6384,0.0000
9233,b'5-phrase_feature__noun_phrases__next_system_utterance__great_restaurant',5,210.5947,0.0000
9457,b'5-phrase_feature__noun_phrases__next_system_utterance__postcode',5,199.0477,0.0000
9392,b'5-phrase_feature__noun_phrases__next_system_utterance__museum',5,195.4431,0.0000
11901,b'7-syntactic_feature__subj_word__current_user_utterance__address',7,192.6696,0.0000
11784,b'7-syntactic_feature__root_word__next_user_utterance__no',7,192.4609,0.0000
9657,b'5-phrase_feature__noun_phrases__next_system_utterance__street',5,191.0994,0.0000
3431,b'4.1-ngram.next_system_utterance__example',4.1,187.8127,0.0000
850,b'4.1-ngram.current_user_utterance__phone number',4.1,187.0974,0.0000
848,b'4.1-ngram.current_user_utterance__phone',4.1,185.5460,0.0000
9550,b'5-phrase_feature__noun_phrases__next_system_utterance__restaurant',5,182.7536,0.0000
792,b'4.1-ngram.current_user_utterance__number',4.1,182.4017,0.0000
7259,b'4.1-ngram.next_user_utterance__goodbye',4.1,182.2327,0.0000
7765,b'4.1-ngram.next_user_utterance__thank goodbye',4.1,178.8764,0.0000
11333,b'7-syntactic_feature__root_word__current_user_utterance__restaur',7,177.4425,0.0000
9210,b'5-phrase_feature__noun_phrases__next_system_utterance__gallery',5,171.6527,0.0000
28,b'3-time_feature__time_ratio',3,170.5127,0.0000
7514,b'4.1-ngram.next_user_utterance__number',4.1,169.3241,0.0000
7576,b'4.1-ngram.next_user_utterance__phone',4.1,167.7216,0.0000
7578,b'4.1-ngram.next_user_utterance__phone number',4.1,167.0499,0.0000
11816,b'7-syntactic_feature__root_word__next_user_utterance__restaur',7,155.9230,0.0000
949,b'4.1-ngram.current_user_utterance__restaurant',4.1,154.6493,0.0000
4742,b'4.1-ngram.next_system_utterance__looking',4.1,150.2643,0.0000
11615,b'7-syntactic_feature__root_word__next_system_utterance__venu',7,149.1464,0.0000
6973,b'2.1-user_action_words.next_user_utterance__matter',2.1,147.3281,0.0000
11575,b'7-syntactic_feature__root_word__next_system_utterance__is',7,146.7035,0.0000
8734,b'5-phrase_feature__noun_phrases__current_user_utterance__television',5,145.6289,0.0000
10174,b'5-phrase_feature__noun_phrases__next_user_utterance__matter',5,143.8108,0.0000
11605,b'7-syntactic_feature__root_word__next_system_utterance__serv',7,137.5642,0.0000
12115,b'7-syntactic_feature__subj_word__next_user_utterance__number',7,137.4681,0.0000
11940,b'7-syntactic_feature__subj_word__current_user_utterance__number',7,136.7150,0.0000
10718,b'6-entity_feature__entity__next_system_utterance__95_NUMBER',6,135.6486,0.0000
8936,b'5-phrase_feature__noun_phrases__next_system_utterance__bar',5,133.8949,0.0000
11540,b'7-syntactic_feature__root_word__next_system_utterance__care',7,132.5613,0.0000
12079,b'7-syntactic_feature__subj_word__next_user_utterance__address',7,131.9496,0.0000
8921,b'5-phrase_feature__noun_phrases__next_system_utterance__area',5,130.4845,0.0000
9989,b'5-phrase_feature__noun_phrases__next_user_utterance__doesnt_matter',5,128.3749,0.0000
11533,b'7-syntactic_feature__root_word__next_system_utterance__area',7,118.9033,0.0000
1281,b'4.1-ngram.current_user_utterance__whats',4.1,117.0458,0.0000
11657,b'7-syntactic_feature__root_word__next_user_utterance__care',7,113.9109,0.0000
10695,b'6-entity_feature__entity__next_system_utterance__6 pounds_MONEY',6,113.2600,0.0000
10030,b'5-phrase_feature__noun_phrases__next_user_utterance__fen',5,109.7686,0.0000
7642,b'4.1-ngram.next_user_utterance__restaurant',4.1,108.9029,0.0000
10034,b'5-phrase_feature__noun_phrases__next_user_utterance__fen_ditton',5,108.4262,0.0000
9982,b'5-phrase_feature__noun_phrases__next_user_utterance__ditton',5,108.4262,0.0000
8549,b'5-phrase_feature__noun_phrases__current_user_utterance__postcode',5,107.4588,0.0000
9003,b'5-phrase_feature__noun_phrases__next_system_utterance__castle',5,107.3777,0.0000
9602,b'5-phrase_feature__noun_phrases__next_system_utterance__serving',5,106.9947,0.0000
9409,b'5-phrase_feature__noun_phrases__next_system_utterance__noodle_bar',5,105.3207,0.0000
9408,b'5-phrase_feature__noun_phrases__next_system_utterance__noodle',5,105.3207,0.0000
4386,b'4.1-ngram.next_system_utterance__kind',4.1,105.2468,0.0000
4754,b'4.1-ngram.next_system_utterance__looking example',4.1,105.2468,0.0000
10305,b'5-phrase_feature__noun_phrases__next_user_utterance__postcode',5,103.2587,0.0000
10654,b'6-entity_feature__entity__next_system_utterance__2 pounds_MONEY',6,103.1301,0.0000
11896,b'7-syntactic_feature__root_word__next_user_utterance__ye',7,102.8412,0.0000
11543,b'7-syntactic_feature__root_word__next_system_utterance__cheap',7,102.6693,0.0000
7901,b'4.1-ngram.next_user_utterance__yes',4.1,99.4695,0.0000
11068,b'7-syntactic_feature__obj_word__current_user_utterance__televis',7,99.3218,0.0000
4494,b'4.1-ngram.next_system_utterance__like',4.1,99.0139,0.0000
9028,b'5-phrase_feature__noun_phrases__next_system_utterance__cb2',5,98.9364,0.0000
9476,b'5-phrase_feature__noun_phrases__next_system_utterance__postcode_cb2',5,98.9364,0.0000
1097,b'4.1-ngram.current_user_utterance__television',4.1,98.8662,0.0000
9093,b'5-phrase_feature__noun_phrases__next_system_utterance__chesterton_area',5,98.4406,0.0000
6964,b'2.1-user_action_words.next_user_utterance__area',2.1,97.9754,0.0000
9794,b'5-phrase_feature__noun_phrases__next_user_utterance__area',5,97.6922,0.0000
10167,b'5-phrase_feature__noun_phrases__next_user_utterance__looking',5,95.2432,0.0000
4387,b'4.1-ngram.next_system_utterance__kind price',4.1,95.0734,0.0000
4388,b'4.1-ngram.next_system_utterance__kind price range',4.1,95.0734,0.0000
5846,b'4.1-ngram.next_system_utterance__range looking example',4.1,95.0734,0.0000
5726,b'4.1-ngram.next_system_utterance__price range looking',4.1,94.8001,0.0000
5845,b'4.1-ngram.next_system_utterance__range looking',4.1,94.8001,0.0000
9727,b'5-phrase_feature__noun_phrases__next_system_utterance__wheatsheaf',5,94.7995,0.0000
11152,b'7-syntactic_feature__root_word__current_user_utterance__address',7,94.4334,0.0000
10690,b'6-entity_feature__entity__next_system_utterance__50_NUMBER',6,93.6761,0.0000
11992,b'7-syntactic_feature__subj_word__next_system_utterance__bar',7,92.7249,0.0000
6963,b'2.1-user_action_words.next_user_utterance__ani',2.1,91.9102,0.0000
9001,b'5-phrase_feature__noun_phrases__next_system_utterance__carringtons',5,91.7260,0.0000
7880,b'4.1-ngram.next_user_utterance__whats',4.1,91.4395,0.0000
11304,b'7-syntactic_feature__root_word__current_user_utterance__number',7,90.6671,0.0000
10680,b'6-entity_feature__entity__next_system_utterance__4 pounds_MONEY',6,89.5664,0.0000
9698,b'5-phrase_feature__noun_phrases__next_system_utterance__trumpington_area',5,86.9930,0.0000
8923,b'5-phrase_feature__noun_phrases__next_system_utterance__art',5,86.5666,0.0000
9236,b'5-phrase_feature__noun_phrases__next_system_utterance__great_venue',5,86.1426,0.0000
10441,b'5-phrase_feature__noun_phrases__next_user_utterance__television',5,85.6848,0.0000
9105,b'5-phrase_feature__noun_phrases__next_system_utterance__church',5,85.6462,0.0000
8948,b'5-phrase_feature__noun_phrases__next_system_utterance__beer',5,85.1925,0.0000
9449,b'5-phrase_feature__noun_phrases__next_system_utterance__pint',5,85.1925,0.0000
9084,b'5-phrase_feature__noun_phrases__next_system_utterance__cheapest_pint',5,85.1925,0.0000
8970,b'5-phrase_feature__noun_phrases__next_system_utterance__burger',5,84.0501,0.0000
10987,b'6-entity_feature__entity__next_system_utterance__trumpington_LOCATION',6,83.8955,0.0000
9391,b'5-phrase_feature__noun_phrases__next_system_utterance__moderate_price_range',5,83.5297,0.0000
9390,b'5-phrase_feature__noun_phrases__next_system_utterance__moderate_price',5,83.5297,0.0000
11367,b'7-syntactic_feature__root_word__current_user_utterance__televis',7,83.5126,0.0000
10112,b'5-phrase_feature__noun_phrases__next_user_utterance__im',5,82.9665,0.0000
10327,b'5-phrase_feature__noun_phrases__next_user_utterance__pub',5,81.3746,0.0000
9120,b'5-phrase_feature__noun_phrases__next_system_utterance__contemporary',5,81.2450,0.0000
10710,b'6-entity_feature__entity__next_system_utterance__8 pounds_MONEY',6,81.1778,0.0000
9110,b'5-phrase_feature__noun_phrases__next_system_utterance__clare',5,81.1585,0.0000
8933,b'5-phrase_feature__noun_phrases__next_system_utterance__bakers',5,80.9973,0.0000
8389,b'5-phrase_feature__noun_phrases__current_user_utterance__looking',5,80.9568,0.0000
7445,b'4.1-ngram.next_user_utterance__matter',4.1,80.6833,0.0000
9401,b'5-phrase_feature__noun_phrases__next_system_utterance__new_chesterton_area',5,80.3539,0.0000
8917,b'5-phrase_feature__noun_phrases__next_system_utterance__anything',5,79.9664,0.0000
4107,b'4.1-ngram.next_system_utterance__help',4.1,79.9664,0.0000
11570,b'7-syntactic_feature__root_word__next_system_utterance__help',7,79.9664,0.0000
5623,b'4.1-ngram.next_system_utterance__pounds',4.1,78.9269,0.0000
11738,b'7-syntactic_feature__root_word__next_user_utterance__im',7,78.7491,0.0000
11591,b'7-syntactic_feature__root_word__next_system_utterance__part',7,78.4996,0.0000
8051,b'5-phrase_feature__noun_phrases__current_user_utterance__castle',5,78.4460,0.0000
6725,b'4.1-ngram.next_system_utterance__type food like',4.1,78.2133,0.0000
3753,b'4.1-ngram.next_system_utterance__food like example',4.1,78.2133,0.0000
3752,b'4.1-ngram.next_system_utterance__food like',4.1,78.2133,0.0000
6723,b'4.1-ngram.next_system_utterance__type',4.1,78.2133,0.0000
4519,b'4.1-ngram.next_system_utterance__like example',4.1,78.2133,0.0000
6724,b'4.1-ngram.next_system_utterance__type food',4.1,78.2133,0.0000
11790,b'7-syntactic_feature__root_word__next_user_utterance__number',7,78.1672,0.0000
10115,b'5-phrase_feature__noun_phrases__next_user_utterance__im_looking',5,76.8764,0.0000
9092,b'5-phrase_feature__noun_phrases__next_system_utterance__chesterton',5,76.8686,0.0000
9741,b'5-phrase_feature__noun_phrases__next_system_utterance__x_food',5,76.8598,0.0000
9740,b'5-phrase_feature__noun_phrases__next_system_utterance__x',5,76.8598,0.0000
9005,b'5-phrase_feature__noun_phrases__next_system_utterance__castle_hill',5,76.4447,0.0000
8311,b'5-phrase_feature__noun_phrases__current_user_utterance__hill',5,76.0173,0.0000
8055,b'5-phrase_feature__noun_phrases__current_user_utterance__castle_hill',5,75.9360,0.0000
10777,b'6-entity_feature__entity__next_system_utterance__castle hill_LOCATION',6,74.5649,0.0000
9242,b'5-phrase_feature__noun_phrases__next_system_utterance__hakka',5,74.5415,0.0000
7178,b'4.1-ngram.next_user_utterance__doesnt matter',4.1,73.5668,0.0000
273,b'4.1-ngram.current_user_utterance__does television',4.1,72.9991,0.0000
10668,b'6-entity_feature__entity__next_system_utterance__3 pounds_MONEY',6,72.5980,0.0000
7177,b'4.1-ngram.next_user_utterance__doesnt',4.1,71.5229,0.0000
9528,b'5-phrase_feature__noun_phrases__next_system_utterance__pub',5,71.4656,0.0000
11252,b'7-syntactic_feature__root_word__current_user_utterance__im',7,71.1030,0.0000
9250,b'5-phrase_feature__noun_phrases__next_system_utterance__hill',5,70.6891,0.0000
10863,b'6-entity_feature__entity__next_system_utterance__indian_MISC',6,70.6727,0.0000
8329,b'5-phrase_feature__noun_phrases__current_user_utterance__im_looking',5,70.5478,0.0000
10774,b'6-entity_feature__entity__next_system_utterance__carringtons_ORGANIZATION',6,70.5144,0.0000
11094,b'7-syntactic_feature__obj_word__next_system_utterance__you',7,70.2282,0.0000
8325,b'5-phrase_feature__noun_phrases__current_user_utterance__im',5,69.6436,0.0000
11687,b'7-syntactic_feature__root_word__next_user_utterance__ditton',7,68.7038,0.0000
11747,b'7-syntactic_feature__root_word__next_user_utterance__it',7,67.8629,0.0000
5395,b'4.1-ngram.next_system_utterance__phone',4.1,67.0234,0.0000
5087,b'4.1-ngram.next_system_utterance__number',4.1,67.0234,0.0000
5396,b'4.1-ngram.next_system_utterance__phone number',4.1,67.0234,0.0000
9343,b'5-phrase_feature__noun_phrases__next_system_utterance__lion',5,66.7216,0.0000
9328,b'5-phrase_feature__noun_phrases__next_system_utterance__lamb',5,66.7216,0.0000
9518,b'5-phrase_feature__noun_phrases__next_system_utterance__pound',5,66.4517,0.0000
10625,b'6-entity_feature__entity__next_system_utterance__1 pound_MONEY',6,66.4517,0.0000
9992,b'5-phrase_feature__noun_phrases__next_user_utterance__dont',5,66.3848,0.0000
11208,b'7-syntactic_feature__root_word__current_user_utterance__ditton',7,66.1584,0.0000
6651,b'4.1-ngram.next_system_utterance__town mind example',4.1,65.8548,0.0000
4954,b'4.1-ngram.next_system_utterance__mind example',4.1,65.8548,0.0000
6650,b'4.1-ngram.next_system_utterance__town mind',4.1,65.8548,0.0000
4953,b'4.1-ngram.next_system_utterance__mind',4.1,65.8548,0.0000
9564,b'5-phrase_feature__noun_phrases__next_system_utterance__romsey_area',5,65.7068,0.0000
8555,b'5-phrase_feature__noun_phrases__current_user_utterance__price',5,65.6961,0.0000
10872,b'6-entity_feature__entity__next_system_utterance__king_ORGANIZATION',6,65.6828,0.0000
867,b'4.1-ngram.current_user_utterance__postcode',4.1,65.6016,0.0000
1282,b'4.1-ngram.current_user_utterance__whats address',4.1,65.4413,0.0000
11776,b'7-syntactic_feature__root_word__next_user_utterance__moder',7,65.2483,0.0000
9429,b'5-phrase_feature__noun_phrases__next_system_utterance__outstanding_venue',5,65.1824,0.0000
3503,b'4.1-ngram.next_system_utterance__example cheap',4.1,64.6833,0.0000
4756,b'4.1-ngram.next_system_utterance__looking example cheap',4.1,64.6833,0.0000
8903,b'5-phrase_feature__noun_phrases__next_system_utterance__al_casbah',5,64.3940,0.0000
9002,b'5-phrase_feature__noun_phrases__next_system_utterance__casbah',5,64.3940,0.0000
8902,b'5-phrase_feature__noun_phrases__next_system_utterance__al',5,64.3940,0.0000
9993,b'5-phrase_feature__noun_phrases__next_user_utterance__dont_care',5,64.2521,0.0000
9400,b'5-phrase_feature__noun_phrases__next_system_utterance__new_chesterton',5,64.1300,0.0000
9000,b'5-phrase_feature__noun_phrases__next_system_utterance__cappuccino',5,64.0749,0.0000
12075,b'7-syntactic_feature__subj_word__next_system_utterance__wheatsheaf',7,63.9509,0.0000
10921,b'6-entity_feature__entity__next_system_utterance__new chesterton_LOCATION',6,63.7538,0.0000
10942,b'6-entity_feature__entity__next_system_utterance__romsey_LOCATION',6,63.6785,0.0000
18,b'2.1-user_action_words.current_user_utterance__price',2.1,63.5241,0.0000
5013,b'4.1-ngram.next_system_utterance__near',4.1,63.5214,0.0000
9399,b'5-phrase_feature__noun_phrases__next_system_utterance__new',5,63.3533,0.0000
5365,b'4.1-ngram.next_system_utterance__particular venue example',4.1,63.3013,0.0000
6793,b'4.1-ngram.next_system_utterance__venue example',4.1,63.3013,0.0000
4768,b'4.1-ngram.next_system_utterance__looking near',4.1,63.3013,0.0000
5014,b'4.1-ngram.next_system_utterance__near particular',4.1,63.3013,0.0000
5015,b'4.1-ngram.next_system_utterance__near particular venue',4.1,63.3013,0.0000
5364,b'4.1-ngram.next_system_utterance__particular venue',4.1,63.3013,0.0000
4769,b'4.1-ngram.next_system_utterance__looking near particular',4.1,63.3013,0.0000
5363,b'4.1-ngram.next_system_utterance__particular',4.1,63.3013,0.0000
10040,b'5-phrase_feature__noun_phrases__next_user_utterance__fenditton',5,63.1525,0.0000
12027,b'7-syntactic_feature__subj_word__next_system_utterance__i',7,63.0134,0.0000
6974,b'2.1-user_action_words.next_user_utterance__moder',2.1,62.8438,0.0000
10791,b'6-entity_feature__entity__next_system_utterance__chinese_MISC',6,62.6025,0.0000
11792,b'7-syntactic_feature__root_word__next_user_utterance__ok',7,62.4295,0.0000
11076,b'7-syntactic_feature__obj_word__next_system_utterance__area',7,62.3773,0.0000
8918,b'5-phrase_feature__noun_phrases__next_system_utterance__arbury',5,62.3076,0.0000
9522,b'5-phrase_feature__noun_phrases__next_system_utterance__price',5,62.3074,0.0000
9243,b'5-phrase_feature__noun_phrases__next_system_utterance__hall',5,61.8772,0.0000
8144,b'5-phrase_feature__noun_phrases__current_user_utterance__code',5,61.5772,0.0000
7594,b'4.1-ngram.next_user_utterance__postcode',4.1,61.4900,0.0000
10842,b'6-entity_feature__entity__next_system_utterance__greek_MISC',6,61.2143,0.0000
8816,b'5-phrase_feature__noun_phrases__current_user_utterance__venue',5,61.1993,0.0000
9744,b'5-phrase_feature__noun_phrases__next_system_utterance__yippee_noodle',5,61.0092,0.0000
9743,b'5-phrase_feature__noun_phrases__next_system_utterance__yippee',5,61.0092,0.0000
9745,b'5-phrase_feature__noun_phrases__next_system_utterance__yippee_noodle_bar',5,61.0092,0.0000
11623,b'7-syntactic_feature__root_word__next_user_utterance__addenbrook',7,60.4315,0.0000
9288,b'5-phrase_feature__noun_phrases__next_system_utterance__indian',5,58.6813,0.0000
9559,b'5-phrase_feature__noun_phrases__next_system_utterance__riverside_area',5,58.6300,0.0000
9648,b'5-phrase_feature__noun_phrases__next_system_utterance__spice',5,58.2522,0.0000
12004,b'7-syntactic_feature__subj_word__next_system_utterance__carrington',7,57.4783,0.0000
11703,b'7-syntactic_feature__root_word__next_user_utterance__fenditton',7,57.4457,0.0000
7218,b'4.1-ngram.next_user_utterance__fenditton',4.1,57.3468,0.0000
10991,b'6-entity_feature__entity__next_system_utterance__twelve_NUMBER',6,57.3155,0.0000
11093,b'7-syntactic_feature__obj_word__next_system_utterance__venu',7,57.2742,0.0000
8183,b'5-phrase_feature__noun_phrases__current_user_utterance__ditton',5,56.9368,0.0000
8237,b'5-phrase_feature__noun_phrases__current_user_utterance__fen',5,56.9368,0.0000
10818,b'6-entity_feature__entity__next_system_utterance__english_MISC',6,56.9069,0.0000
11640,b'7-syntactic_feature__root_word__next_user_utterance__area',7,56.8804,0.0000
10510,b'5-phrase_feature__noun_phrases__next_user_utterance__venue',5,56.5084,0.0000
7457,b'4.1-ngram.next_user_utterance__moderate',4.1,56.3568,0.0000
9214,b'5-phrase_feature__noun_phrases__next_system_utterance__giraffe',5,56.1527,0.0000
2608,b'4.1-ngram.next_system_utterance__care',4.1,56.0228,0.0000
3301,b'4.1-ngram.next_system_utterance__don care',4.1,56.0228,0.0000
3300,b'4.1-ngram.next_system_utterance__don',4.1,56.0228,0.0000
11245,b'7-syntactic_feature__root_word__current_user_utterance__hill',7,55.5058,0.0000
7216,b'4.1-ngram.next_user_utterance__fen ditton',4.1,55.3830,0.0000
7160,b'4.1-ngram.next_user_utterance__ditton',4.1,55.3830,0.0000
9245,b'5-phrase_feature__noun_phrases__next_system_utterance__hedges_area',5,55.1230,0.0000
9010,b'5-phrase_feature__noun_phrases__next_system_utterance__cb1',5,55.1026,0.0000
9458,b'5-phrase_feature__noun_phrases__next_system_utterance__postcode_cb1',5,55.1026,0.0000
8288,b'5-phrase_feature__noun_phrases__current_user_utterance__good_bye',5,55.0577,0.0000
8034,b'5-phrase_feature__noun_phrases__current_user_utterance__bye',5,55.0577,0.0000
10990,b'6-entity_feature__entity__next_system_utterance__turkish_MISC',6,54.8221,0.0000
8241,b'5-phrase_feature__noun_phrases__current_user_utterance__fen_ditton',5,54.7337,0.0000
11769,b'7-syntactic_feature__root_word__next_user_utterance__matter',7,54.3388,0.0000
7215,b'4.1-ngram.next_user_utterance__fen',4.1,54.3156,0.0000
12025,b'7-syntactic_feature__subj_word__next_system_utterance__hakka',7,54.3088,0.0000
10979,b'6-entity_feature__entity__next_system_utterance__thai_MISC',6,54.2049,0.0000
3140,b'4.1-ngram.next_system_utterance__confirm',4.1,53.8629,0.0000
4490,b'4.1-ngram.next_system_utterance__let',4.1,53.8629,0.0000
4491,b'4.1-ngram.next_system_utterance__let confirm',4.1,53.8629,0.0000
3070,b'4.1-ngram.next_system_utterance__college',4.1,53.7292,0.0000
10665,b'6-entity_feature__entity__next_system_utterance__25_NUMBER',6,53.7124,0.0000
9874,b'5-phrase_feature__noun_phrases__next_user_utterance__castle',5,53.7069,0.0000
9946,b'5-phrase_feature__noun_phrases__next_user_utterance__code',5,53.6667,0.0000
9348,b'5-phrase_feature__noun_phrases__next_system_utterance__location',5,53.6216,0.0000
11147,b'7-syntactic_feature__root_word__current_user_utterance__addenbrook',7,53.4422,0.0000
11949,b'7-syntactic_feature__subj_word__current_user_utterance__price',7,53.1293,0.0000
11770,b'7-syntactic_feature__root_word__next_user_utterance__may',7,53.1290,0.0000
10702,b'6-entity_feature__entity__next_system_utterance__7 pounds_MONEY',6,53.0166,0.0000
8545,b'5-phrase_feature__noun_phrases__current_user_utterance__post_code',5,52.7363,0.0000
9071,b'5-phrase_feature__noun_phrases__next_system_utterance__central_part',5,52.7240,0.0000
10814,b'6-entity_feature__entity__next_system_utterance__east road_LOCATION',6,52.4418,0.0000
9157,b'5-phrase_feature__noun_phrases__next_system_utterance__east_road',5,52.4418,0.0000
8543,b'5-phrase_feature__noun_phrases__current_user_utterance__post',5,52.3529,0.0000
17,b'2.1-user_action_words.current_user_utterance__post',2.1,52.3529,0.0000
10097,b'5-phrase_feature__noun_phrases__next_user_utterance__hill',5,52.0853,0.0000
11222,b'7-syntactic_feature__root_word__current_user_utterance__fenditton',7,51.9861,0.0000
9216,b'5-phrase_feature__noun_phrases__next_system_utterance__girton_area',5,51.4005,0.0000
