id,prefix,name,chi2,pval
4614,b'4.1-ngram.next_user_utterance__address',4.1,275.7813,0.0000
8128,b'7-syntactic_feature__root_word__next_system_utterance__look',7,275.1309,0.0000
5925,b'5-phrase_feature__noun_phrases__current_user_utterance__whats',5,253.6909,0.0000
4682,b'4.1-ngram.next_user_utterance__care',4.1,251.4285,0.0000
30,b'3-time_feature__time_ratio',3,251.2757,0.0000
4737,b'4.1-ngram.next_user_utterance__dont care',4.1,247.8362,0.0000
4736,b'4.1-ngram.next_user_utterance__dont',4.1,242.3177,0.0000
16,b'2.1-user_action_words.current_user_utterance__part',2.1,234.8438,0.0000
5650,b'5-phrase_feature__noun_phrases__current_user_utterance__part',5,234.8438,0.0000
6600,b'5-phrase_feature__noun_phrases__next_system_utterance__road',5,232.5560,0.0000
5858,b'5-phrase_feature__noun_phrases__current_user_utterance__town',5,229.7694,0.0000
8225,b'7-syntactic_feature__root_word__next_user_utterance__food',7,229.6936,0.0000
6565,b'5-phrase_feature__noun_phrases__next_system_utterance__restaurant',5,225.3114,0.0000
6760,b'5-phrase_feature__noun_phrases__next_system_utterance__street',5,225.1980,0.0000
7413,b'5-phrase_feature__noun_phrases__next_user_utterance__whats',5,218.1127,0.0000
4982,b'4.1-ngram.next_user_utterance__phone number',4.1,213.5485,0.0000
4936,b'4.1-ngram.next_user_utterance__number',4.1,213.1081,0.0000
8379,b'7-syntactic_feature__root_word__next_user_utterance__ye',7,212.9693,0.0000
4981,b'4.1-ngram.next_user_utterance__phone',4.1,206.4758,0.0000
6569,b'5-phrase_feature__noun_phrases__next_system_utterance__restaurant_serving',5,203.3834,0.0000
5235,b'4.1-ngram.next_user_utterance__yes',4.1,202.5400,0.0000
6094,b'5-phrase_feature__noun_phrases__next_system_utterance__city',5,202.0640,0.0000
507,b'4.1-ngram.current_user_utterance__phone number',4.1,201.5084,0.0000
462,b'4.1-ngram.current_user_utterance__number',4.1,201.0520,0.0000
506,b'4.1-ngram.current_user_utterance__phone',4.1,199.8041,0.0000
5552,b'5-phrase_feature__noun_phrases__current_user_utterance__looking',5,197.0900,0.0000
8158,b'7-syntactic_feature__root_word__next_user_utterance__ani',7,190.6533,0.0000
7159,b'5-phrase_feature__noun_phrases__next_user_utterance__matter',5,182.0303,0.0000
7022,b'5-phrase_feature__noun_phrases__next_user_utterance__doesnt_matter',5,182.0303,0.0000
4598,b'2.1-user_action_words.next_user_utterance__matter',2.1,180.8363,0.0000
6095,b'5-phrase_feature__noun_phrases__next_system_utterance__city_centre',5,176.8154,0.0000
8137,b'7-syntactic_feature__root_word__next_system_utterance__restaur',7,167.3413,0.0000
8289,b'7-syntactic_feature__root_word__next_user_utterance__number',7,165.5871,0.0000
6463,b'5-phrase_feature__noun_phrases__next_system_utterance__nice_place',5,165.3979,0.0000
6527,b'5-phrase_feature__noun_phrases__next_system_utterance__place',5,165.3979,0.0000
5499,b'5-phrase_feature__noun_phrases__current_user_utterance__im',5,164.8138,0.0000
7877,b'7-syntactic_feature__root_word__current_user_utterance__number',7,163.3082,0.0000
7840,b'7-syntactic_feature__root_word__current_user_utterance__im',7,162.3414,0.0000
5501,b'5-phrase_feature__noun_phrases__current_user_utterance__im_looking',5,162.2314,0.0000
6054,b'5-phrase_feature__noun_phrases__next_system_utterance__centre',5,157.4047,0.0000
4613,b'2.2-#user_action_words.next_user_utterance__utterance_length',2.2,156.4017,0.0000
6568,b'5-phrase_feature__noun_phrases__next_system_utterance__restaurant_right',5,152.2358,0.0000
6766,b'5-phrase_feature__noun_phrases__next_system_utterance__street_city_centre',5,145.0070,0.0000
6765,b'5-phrase_feature__noun_phrases__next_system_utterance__street_city',5,145.0070,0.0000
6029,b'5-phrase_feature__noun_phrases__next_system_utterance__c.b',5,140.4303,0.0000
7749,b'7-syntactic_feature__root_word__current_user_utterance__address',7,139.3320,0.0000
7704,b'7-syntactic_feature__obj_word__next_system_utterance__food',7,137.9798,0.0000
12,b'2.1-user_action_words.current_user_utterance__moder',2.1,137.8490,0.0000
8133,b'7-syntactic_feature__root_word__next_system_utterance__place',7,136.9965,0.0000
8140,b'7-syntactic_feature__root_word__next_system_utterance__serv',7,136.5506,0.0000
6540,b'5-phrase_feature__noun_phrases__next_system_utterance__post_code',5,135.5719,0.0000
6539,b'5-phrase_feature__noun_phrases__next_system_utterance__post',5,135.5719,0.0000
6102,b'5-phrase_feature__noun_phrases__next_system_utterance__code',5,135.5719,0.0000
8455,b'7-syntactic_feature__subj_word__next_system_utterance__code',7,133.4241,0.0000
6995,b'5-phrase_feature__noun_phrases__next_user_utterance__code',5,132.3345,0.0000
5450,b'5-phrase_feature__noun_phrases__current_user_utterance__food',5,130.6582,0.0000
8,b'2.1-user_action_words.current_user_utterance__food',2.1,130.6582,0.0000
8102,b'7-syntactic_feature__root_word__next_system_utterance__c.b',7,129.5442,0.0000
7265,b'5-phrase_feature__noun_phrases__next_user_utterance__post_code',5,127.9285,0.0000
7264,b'5-phrase_feature__noun_phrases__next_user_utterance__post',5,127.0196,0.0000
4605,b'2.1-user_action_words.next_user_utterance__post',2.1,127.0196,0.0000
5438,b'5-phrase_feature__noun_phrases__current_user_utterance__expensive_restaurant',5,122.9698,0.0000
929,b'4.1-ngram.current_user_utterance__whats',4.1,122.0281,0.0000
7746,b'7-syntactic_feature__obj_word__next_user_utterance__you',7,121.7859,0.0000
5697,b'5-phrase_feature__noun_phrases__current_user_utterance__priced_restaurant',5,120.8797,0.0000
0,b'1-utterance_length.current_user_utterance__utterance_length',1,116.8619,0.0000
5680,b'5-phrase_feature__noun_phrases__current_user_utterance__post_code',5,116.1049,0.0000
5679,b'5-phrase_feature__noun_phrases__current_user_utterance__post',5,116.0051,0.0000
18,b'2.1-user_action_words.current_user_utterance__post',2.1,116.0051,0.0000
6204,b'5-phrase_feature__noun_phrases__next_system_utterance__food',5,113.8363,0.0000
5366,b'5-phrase_feature__noun_phrases__current_user_utterance__code',5,112.5779,0.0000
8149,b'7-syntactic_feature__root_word__next_user_utterance__address',7,111.9276,0.0000
7087,b'5-phrase_feature__noun_phrases__next_user_utterance__goodbye',5,108.7359,0.0000
6814,b'5-phrase_feature__noun_phrases__next_system_utterance__town_serving',5,108.2744,0.0000
21,b'2.1-user_action_words.current_user_utterance__south',2.1,107.6069,0.0000
2793,b'4.1-ngram.next_system_utterance__moderate expensive price',4.1,106.9476,0.0000
1747,b'4.1-ngram.next_system_utterance__cheap moderate',4.1,106.9476,0.0000
2792,b'4.1-ngram.next_system_utterance__moderate expensive',4.1,106.9476,0.0000
1748,b'4.1-ngram.next_system_utterance__cheap moderate expensive',4.1,106.9476,0.0000
2568,b'4.1-ngram.next_system_utterance__like cheap moderate',4.1,106.9476,0.0000
4758,b'4.1-ngram.next_user_utterance__food',4.1,105.7182,0.0000
6547,b'5-phrase_feature__noun_phrases__next_system_utterance__prices',5,105.6693,0.0000
6033,b'5-phrase_feature__noun_phrases__next_system_utterance__cambridge',5,104.4754,0.0000
2567,b'4.1-ngram.next_system_utterance__like cheap',4.1,103.8026,0.0000
8384,b'7-syntactic_feature__subj_word__current_user_utterance__address',7,103.4077,0.0000
6073,b'5-phrase_feature__noun_phrases__next_system_utterance__cherry',5,102.9983,0.0000
6269,b'5-phrase_feature__noun_phrases__next_system_utterance__hinton',5,102.9983,0.0000
6074,b'5-phrase_feature__noun_phrases__next_system_utterance__cherry_hinton',5,102.9983,0.0000
4734,b'4.1-ngram.next_user_utterance__doesnt',4.1,101.6540,0.0000
7292,b'5-phrase_feature__noun_phrases__next_user_utterance__restaurant',5,101.0589,0.0000
8183,b'7-syntactic_feature__root_word__next_user_utterance__care',7,100.9391,0.0000
4735,b'4.1-ngram.next_user_utterance__doesnt matter',4.1,100.8722,0.0000
4894,b'4.1-ngram.next_user_utterance__matter',4.1,99.7411,0.0000
7,b'2.1-user_action_words.current_user_utterance__expens',2.1,98.0038,0.0000
5217,b'4.1-ngram.next_user_utterance__whats',4.1,97.8851,0.0000
7904,b'7-syntactic_feature__root_word__current_user_utterance__restaur',7,96.6242,0.0000
7024,b'5-phrase_feature__noun_phrases__next_user_utterance__dont_care',5,96.3159,0.0000
2119,b'4.1-ngram.next_system_utterance__food',4.1,95.8159,0.0000
8553,b'7-syntactic_feature__subj_word__next_user_utterance__number',7,92.8786,0.0000
6190,b'5-phrase_feature__noun_phrases__next_system_utterance__expensive_price_range',5,92.3837,0.0000
6189,b'5-phrase_feature__noun_phrases__next_system_utterance__expensive_price',5,92.3837,0.0000
6077,b'5-phrase_feature__noun_phrases__next_system_utterance__chesterton',5,91.8150,0.0000
5821,b'5-phrase_feature__noun_phrases__current_user_utterance__south_part',5,91.3523,0.0000
562,b'4.1-ngram.current_user_utterance__restaurant',4.1,91.1197,0.0000
6499,b'5-phrase_feature__noun_phrases__next_system_utterance__park',5,90.5671,0.0000
7023,b'5-phrase_feature__noun_phrases__next_user_utterance__dont',5,90.4062,0.0000
8244,b'7-syntactic_feature__root_word__next_user_utterance__how',7,88.3515,0.0000
6464,b'5-phrase_feature__noun_phrases__next_system_utterance__nice_restaurant',5,86.2284,0.0000
8274,b'7-syntactic_feature__root_word__next_user_utterance__matter',7,86.0467,0.0000
2608,b'4.1-ngram.next_system_utterance__looking',4.1,85.7534,0.0000
6034,b'5-phrase_feature__noun_phrases__next_system_utterance__cambridge_leisure',5,84.6162,0.0000
6371,b'5-phrase_feature__noun_phrases__next_system_utterance__leisure_park',5,84.6162,0.0000
6035,b'5-phrase_feature__noun_phrases__next_system_utterance__cambridge_leisure_park',5,84.6162,0.0000
6370,b'5-phrase_feature__noun_phrases__next_system_utterance__leisure',5,84.6162,0.0000
7238,b'5-phrase_feature__noun_phrases__next_user_utterance__part',5,84.6009,0.0000
4603,b'2.1-user_action_words.next_user_utterance__part',2.1,84.6009,0.0000
7963,b'7-syntactic_feature__root_word__current_user_utterance__ye',7,83.8932,0.0000
3553,b'4.1-ngram.next_system_utterance__right',4.1,83.0720,0.0000
8109,b'7-syntactic_feature__root_word__next_system_utterance__did',7,83.0472,0.0000
8526,b'7-syntactic_feature__subj_word__next_user_utterance__address',7,82.8715,0.0000
950,b'4.1-ngram.current_user_utterance__yes',4.1,81.1675,0.0000
5850,b'5-phrase_feature__noun_phrases__current_user_utterance__thai_food',5,80.5602,0.0000
3911,b'4.1-ngram.next_system_utterance__sorry',4.1,80.5223,0.0000
7709,b'7-syntactic_feature__obj_word__next_system_utterance__you',7,80.4661,0.0000
8545,b'7-syntactic_feature__subj_word__next_user_utterance__i',7,79.0722,0.0000
7367,b'5-phrase_feature__noun_phrases__next_user_utterance__town',5,78.9951,0.0000
14,b'2.1-user_action_words.current_user_utterance__north',2.1,78.9246,0.0000
930,b'4.1-ngram.current_user_utterance__whats address',4.1,78.9186,0.0000
7450,b'6-entity_feature__entity__next_system_utterance__1_NUMBER',6,78.7023,0.0000
3086,b'4.1-ngram.next_system_utterance__phone number',4.1,77.2558,0.0000
3085,b'4.1-ngram.next_system_utterance__phone',4.1,77.2558,0.0000
2881,b'4.1-ngram.next_system_utterance__number',4.1,77.2558,0.0000
2250,b'4.1-ngram.next_system_utterance__great',4.1,76.7710,0.0000
2251,b'4.1-ngram.next_system_utterance__great restaurant',4.1,76.7710,0.0000
6096,b'5-phrase_feature__noun_phrases__next_system_utterance__clifton',5,75.8060,0.0000
6097,b'5-phrase_feature__noun_phrases__next_system_utterance__clifton_way',5,75.8060,0.0000
6503,b'5-phrase_feature__noun_phrases__next_system_utterance__park_clifton_way',5,75.8060,0.0000
6502,b'5-phrase_feature__noun_phrases__next_system_utterance__park_clifton',5,75.8060,0.0000
6870,b'5-phrase_feature__noun_phrases__next_system_utterance__way',5,75.8060,0.0000
6373,b'5-phrase_feature__noun_phrases__next_system_utterance__leisure_park_clifton',5,75.8060,0.0000
5243,b'5-phrase_feature__noun_phrases__current_user_utterance__address_phone_number',5,73.1872,0.0000
5242,b'5-phrase_feature__noun_phrases__current_user_utterance__address_phone',5,73.1872,0.0000
8105,b'7-syntactic_feature__root_word__next_system_utterance__chesterton',7,72.6609,0.0000
963,b'4.1-ngram.next_system_utterance__01223',4.1,72.5971,0.0000
6520,b'5-phrase_feature__noun_phrases__next_system_utterance__pizza',5,71.9939,0.0000
4592,b'2.1-user_action_words.next_user_utterance__cheap',2.1,70.6843,0.0000
7836,b'7-syntactic_feature__root_word__current_user_utterance__how',7,70.0985,0.0000
8414,b'7-syntactic_feature__subj_word__current_user_utterance__number',7,68.9991,0.0000
8118,b'7-syntactic_feature__root_word__next_system_utterance__hear',7,68.7830,0.0000
5131,b'4.1-ngram.next_user_utterance__thank goodbye',4.1,67.7185,0.0000
7469,b'6-entity_feature__entity__next_system_utterance__2_NUMBER',6,67.6685,0.0000
4792,b'4.1-ngram.next_user_utterance__goodbye',4.1,67.4991,0.0000
6603,b'5-phrase_feature__noun_phrases__next_system_utterance__road_chesterton',5,66.8059,0.0000
4608,b'2.1-user_action_words.next_user_utterance__south',2.1,65.8608,0.0000
7344,b'5-phrase_feature__noun_phrases__next_user_utterance__spanish',5,65.6755,0.0000
5991,b'5-phrase_feature__noun_phrases__next_system_utterance__bar',5,65.2953,0.0000
8256,b'7-syntactic_feature__root_word__next_user_utterance__it',7,64.9121,0.0000
6458,b'5-phrase_feature__noun_phrases__next_system_utterance__newmarket_road',5,64.3178,0.0000
6457,b'5-phrase_feature__noun_phrases__next_system_utterance__newmarket',5,64.3178,0.0000
6808,b'5-phrase_feature__noun_phrases__next_system_utterance__thanh_binh',5,63.6816,0.0000
6008,b'5-phrase_feature__noun_phrases__next_system_utterance__binh',5,63.6816,0.0000
5218,b'4.1-ngram.next_user_utterance__whats address',4.1,62.8542,0.0000
526,b'4.1-ngram.current_user_utterance__post',4.1,62.7425,0.0000
527,b'4.1-ngram.current_user_utterance__post code',4.1,62.6675,0.0000
6545,b'5-phrase_feature__noun_phrases__next_system_utterance__price_range_right',5,61.8198,0.0000
6558,b'5-phrase_feature__noun_phrases__next_system_utterance__range_right',5,61.8198,0.0000
4615,b'4.1-ngram.next_user_utterance__address phone',4.1,61.7898,0.0000
6301,b'5-phrase_feature__noun_phrases__next_system_utterance__hut_cherry_hinton',5,61.5518,0.0000
6300,b'5-phrase_feature__noun_phrases__next_system_utterance__hut_cherry',5,61.5518,0.0000
6522,b'5-phrase_feature__noun_phrases__next_system_utterance__pizza_hut_cherry',5,61.5518,0.0000
4697,b'4.1-ngram.next_user_utterance__cheap',4.1,61.2123,0.0000
4616,b'4.1-ngram.next_user_utterance__address phone number',4.1,61.0439,0.0000
4711,b'4.1-ngram.next_user_utterance__code',4.1,60.1021,0.0000
4123,b'4.1-ngram.next_system_utterance__sure',4.1,60.0399,0.0000
3448,b'4.1-ngram.next_system_utterance__restaurant right',4.1,59.9355,0.0000
6291,b'5-phrase_feature__noun_phrases__next_system_utterance__house',5,59.5489,0.0000
7360,b'5-phrase_feature__noun_phrases__next_user_utterance__thai_food',5,59.4699,0.0000
152,b'4.1-ngram.current_user_utterance__code',4.1,58.8962,0.0000
6454,b'5-phrase_feature__noun_phrases__next_system_utterance__nandos',5,58.8267,0.0000
2655,b'4.1-ngram.next_system_utterance__looking restaurant',4.1,58.5197,0.0000
4999,b'4.1-ngram.next_user_utterance__post code',4.1,58.4127,0.0000
7717,b'7-syntactic_feature__obj_word__next_user_utterance__food',7,57.9953,0.0000
6379,b'5-phrase_feature__noun_phrases__next_system_utterance__little_seoul',5,57.8199,0.0000
6641,b'5-phrase_feature__noun_phrases__next_system_utterance__seoul',5,57.8199,0.0000
4998,b'4.1-ngram.next_user_utterance__post',4.1,57.2932,0.0000
7792,b'7-syntactic_feature__root_word__current_user_utterance__code',7,57.1775,0.0000
6214,b'5-phrase_feature__noun_phrases__next_system_utterance__fusion',5,56.4696,0.0000
4601,b'2.1-user_action_words.next_user_utterance__north',2.1,55.7591,0.0000
8121,b'7-syntactic_feature__root_word__next_system_utterance__is',7,55.6370,0.0000
8195,b'7-syntactic_feature__root_word__next_user_utterance__code',7,55.4890,0.0000
4599,b'2.1-user_action_words.next_user_utterance__moder',2.1,55.2154,0.0000
8284,b'7-syntactic_feature__root_word__next_user_utterance__no',7,54.8946,0.0000
5610,b'5-phrase_feature__noun_phrases__current_user_utterance__north_part',5,54.8802,0.0000
5315,b'5-phrase_feature__noun_phrases__current_user_utterance__care',5,54.7560,0.0000
935,b'4.1-ngram.current_user_utterance__whats phone',4.1,54.6836,0.0000
6277,b'5-phrase_feature__noun_phrases__next_system_utterance__hk',5,54.5964,0.0000
936,b'4.1-ngram.current_user_utterance__whats phone number',4.1,54.3206,0.0000
4001,b'4.1-ngram.next_system_utterance__sorry restaurant',4.1,54.0617,0.0000
6778,b'5-phrase_feature__noun_phrases__next_system_utterance__tandoori',5,54.0337,0.0000
6563,b'5-phrase_feature__noun_phrases__next_system_utterance__request',5,53.8482,0.0000
8230,b'7-syntactic_feature__root_word__next_user_utterance__get',7,53.6636,0.0000
6278,b'5-phrase_feature__noun_phrases__next_system_utterance__hk_fusion',5,53.5840,0.0000
7886,b'7-syntactic_feature__root_word__current_user_utterance__part',7,53.2867,0.0000
4004,b'4.1-ngram.next_system_utterance__sorry restaurant serving',4.1,53.1458,0.0000
8510,b'7-syntactic_feature__subj_word__next_system_utterance__sorri',7,53.1345,0.0000
6299,b'5-phrase_feature__noun_phrases__next_system_utterance__hut',5,52.7966,0.0000
6521,b'5-phrase_feature__noun_phrases__next_system_utterance__pizza_hut',5,52.7966,0.0000
4389,b'4.1-ngram.next_system_utterance__town',4.1,52.6597,0.0000
5105,b'4.1-ngram.next_user_utterance__south',4.1,52.4510,0.0000
7949,b'7-syntactic_feature__root_word__current_user_utterance__unusu',7,52.2765,0.0000
809,b'4.1-ngram.current_user_utterance__town',4.1,51.2997,0.0000
7149,b'5-phrase_feature__noun_phrases__next_user_utterance__looking',5,51.2261,0.0000
8451,b'7-syntactic_feature__subj_word__next_system_utterance__centr',7,50.9884,0.0000
798,b'4.1-ngram.current_user_utterance__thai',4.1,50.8917,0.0000
6606,b'5-phrase_feature__noun_phrases__next_system_utterance__road_fen',5,50.6449,0.0000
6607,b'5-phrase_feature__noun_phrases__next_system_utterance__road_fen_ditton',5,50.6449,0.0000
7728,b'7-syntactic_feature__obj_word__next_user_utterance__number',7,50.2945,0.0000
8466,b'7-syntactic_feature__subj_word__next_system_utterance__fusion',7,50.1458,0.0000
6476,b'5-phrase_feature__noun_phrases__next_system_utterance__ok',5,49.8306,0.0000
8493,b'7-syntactic_feature__subj_word__next_system_utterance__ok',7,49.8306,0.0000
4594,b'2.1-user_action_words.next_user_utterance__expens',2.1,49.3200,0.0000
5122,b'4.1-ngram.next_user_utterance__thai',4.1,49.1467,0.0000
7820,b'7-syntactic_feature__root_word__current_user_utterance__food',7,48.6820,0.0000
5108,b'4.1-ngram.next_user_utterance__spanish',4.1,48.0353,0.0000
8190,b'7-syntactic_feature__root_word__next_user_utterance__cheap',7,47.9025,0.0000
8338,b'7-syntactic_feature__root_word__next_user_utterance__spanish',7,47.8723,0.0000
6197,b'5-phrase_feature__noun_phrases__next_system_utterance__fen',5,47.6547,0.0000
6157,b'5-phrase_feature__noun_phrases__next_system_utterance__ditton',5,47.6547,0.0000
6198,b'5-phrase_feature__noun_phrases__next_system_utterance__fen_ditton',5,47.6547,0.0000
8300,b'7-syntactic_feature__root_word__next_user_utterance__part',7,47.2016,0.0000
2283,b'4.1-ngram.next_system_utterance__hear',4.1,46.8041,0.0000
3958,b'4.1-ngram.next_system_utterance__sorry hear',4.1,46.8041,0.0000
7694,b'7-syntactic_feature__obj_word__current_user_utterance__restaur',7,46.3966,0.0000
358,b'4.1-ngram.current_user_utterance__looking',4.1,45.7299,0.0000
7311,b'5-phrase_feature__noun_phrases__next_user_utterance__serving',5,45.6777,0.0000
799,b'4.1-ngram.current_user_utterance__thai food',4.1,45.6629,0.0000
7538,b'6-entity_feature__entity__next_system_utterance__3_NUMBER',6,45.2071,0.0000
6872,b'5-phrase_feature__noun_phrases__next_system_utterance__way_cherry_hinton',5,45.0425,0.0000
7598,b'6-entity_feature__entity__next_system_utterance__cambridge leisure park clifton way cherry hinton_LOCATION',6,45.0425,0.0000
6871,b'5-phrase_feature__noun_phrases__next_system_utterance__way_cherry',5,45.0425,0.0000
6098,b'5-phrase_feature__noun_phrases__next_system_utterance__clifton_way_cherry',5,45.0425,0.0000
8287,b'7-syntactic_feature__root_word__next_user_utterance__north',7,44.8023,0.0000
7631,b'6-entity_feature__entity__next_system_utterance__magdalene street city centre_LOCATION',6,44.2184,0.0000
6389,b'5-phrase_feature__noun_phrases__next_system_utterance__magdalene',5,44.2184,0.0000
6390,b'5-phrase_feature__noun_phrases__next_system_utterance__magdalene_street',5,44.2184,0.0000
6391,b'5-phrase_feature__noun_phrases__next_system_utterance__magdalene_street_city',5,44.2184,0.0000
5971,b'5-phrase_feature__noun_phrases__next_system_utterance__anything',5,44.0128,0.0000
2284,b'4.1-ngram.next_system_utterance__help',4.1,44.0128,0.0000
8119,b'7-syntactic_feature__root_word__next_system_utterance__help',7,44.0128,0.0000
7104,b'5-phrase_feature__noun_phrases__next_user_utterance__im',5,43.7954,0.0000
6807,b'5-phrase_feature__noun_phrases__next_system_utterance__thanh',5,43.5634,0.0000
7581,b'6-entity_feature__entity__next_system_utterance__7_NUMBER',6,43.5058,0.0000
4740,b'4.1-ngram.next_user_utterance__east',4.1,43.4533,0.0000
413,b'4.1-ngram.current_user_utterance__moderately',4.1,43.4066,0.0000
6147,b'5-phrase_feature__noun_phrases__next_system_utterance__da',5,43.2248,0.0000
6148,b'5-phrase_feature__noun_phrases__next_system_utterance__da_vinci',5,43.2248,0.0000
6867,b'5-phrase_feature__noun_phrases__next_system_utterance__vinci_pizzeria',5,43.2248,0.0000
6866,b'5-phrase_feature__noun_phrases__next_system_utterance__vinci',5,43.2248,0.0000
6149,b'5-phrase_feature__noun_phrases__next_system_utterance__da_vinci_pizzeria',5,43.2248,0.0000
8516,b'7-syntactic_feature__subj_word__next_system_utterance__sure',7,42.9872,0.0000
8337,b'7-syntactic_feature__root_word__next_user_utterance__south',7,42.9690,0.0000
3459,b'4.1-ngram.next_system_utterance__restaurant serving',4.1,42.9293,0.0000
4930,b'4.1-ngram.next_user_utterance__north',4.1,42.7284,0.0000
778,b'4.1-ngram.current_user_utterance__south town',4.1,42.5865,0.0000
536,b'4.1-ngram.current_user_utterance__priced',4.1,42.4535,0.0000
