id,name,prefix,chi2,pval
67,b'7-syntactic_feature__root_word__current_user_utterance__pm',b'7',209.8761,0.0000
68,b'5-phrase_feature__noun_phrases__next_system_utterance__n34',b'5',207.3310,0.0000
69,b'7-syntactic_feature__root_word__next_system_utterance__tuna',b'7',201.7096,0.0000
70,b'5-phrase_feature__noun_phrases__next_system_utterance__anti_dandruff_shampoo',b'5',200.0801,0.0000
71,b'6-entity_feature__entity__next_system_utterance__9:33 am_TIME',b'6',197.4073,0.0000
72,b'7-syntactic_feature__root_word__current_user_utterance__workout',b'7',193.1827,0.0000
73,b'5-phrase_feature__noun_phrases__next_system_utterance__n45',b'5',185.8872,0.0000
74,b'7-syntactic_feature__root_word__next_system_utterance__label',b'7',179.8454,0.0000
75,b'5-phrase_feature__noun_phrases__next_system_utterance__item',b'5',178.0366,0.0000
76,b'7-syntactic_feature__root_word__next_system_utterance__deterg',b'7',175.6339,0.0000
77,b'5-phrase_feature__noun_phrases__next_system_utterance__liquid_cups',b'5',169.7379,0.0000
78,b'5-phrase_feature__noun_phrases__next_system_utterance__aloe_vera_\\',b'5',169.3287,0.0000
79,b'7-syntactic_feature__subj_word__next_system_utterance__wash',b'7',168.8379,0.0000
80,b'7-syntactic_feature__root_word__next_system_utterance__ail',b'7',168.0968,0.0000
81,b'5-phrase_feature__noun_phrases__next_system_utterance__oil_bath',b'5',162.9005,0.0000
82,b'5-phrase_feature__noun_phrases__next_system_utterance__n5',b'5',154.0066,0.0000
83,b'7-syntactic_feature__root_word__next_system_utterance__fruit',b'7',151.5956,0.0000
84,b"5-phrase_feature__noun_phrases__next_system_utterance__'till_july",b'5',151.3943,0.0000
85,b'7-syntactic_feature__root_word__next_system_utterance__.',b'7',149.3719,0.0000
86,b'7-syntactic_feature__root_word__next_user_utterance__sure',b'7',141.4652,0.0000
87,b'5-phrase_feature__noun_phrases__current_user_utterance__remainders',b'5',139.6321,0.0000
88,b'7-syntactic_feature__root_word__next_system_utterance__scot',b'7',133.5681,0.0000
89,b'7-syntactic_feature__root_word__next_user_utterance__correct',b'7',130.3317,0.0000
90,b'5-phrase_feature__noun_phrases__next_system_utterance__n50',b'5',129.8713,0.0000
91,b'7-syntactic_feature__obj_word__next_system_utterance__sub',b'7',121.8116,0.0000
92,b'7-syntactic_feature__root_word__next_system_utterance__recharg',b'7',121.4450,0.0000
93,b'5-phrase_feature__noun_phrases__next_system_utterance__n51',b'5',120.1275,0.0000
94,b'2.1-user_action_words.current_user_utterance__item',b'2.1',117.9209,0.0000
95,b'5-phrase_feature__noun_phrases__next_user_utterance__timesheet',b'5',115.6314,0.0000
96,b'7-syntactic_feature__root_word__next_system_utterance__chili',b'7',113.4673,0.0000
97,b'7-syntactic_feature__root_word__current_user_utterance__chang',b'7',113.0240,0.0000
98,b'7-syntactic_feature__root_word__next_system_utterance__ca',b'7',111.5352,0.0000
99,b'5-phrase_feature__noun_phrases__next_system_utterance__tomatoes_sauce',b'5',108.0575,0.0000
100,b'7-syntactic_feature__root_word__current_user_utterance__:',b'7',106.3339,0.0000
101,b'5-phrase_feature__noun_phrases__next_system_utterance__rei_ski_pant',b'5',105.2941,0.0000
102,b'7-syntactic_feature__root_word__next_system_utterance__red',b'7',101.5515,0.0000
103,b'7-syntactic_feature__root_word__next_system_utterance__mouthwash',b'7',101.1766,0.0000
104,b'5-phrase_feature__noun_phrases__next_system_utterance__n_\\_n4',b'5',100.3516,0.0000
105,b'5-phrase_feature__noun_phrases__next_system_utterance__n52',b'5',99.1617,0.0000
106,b'5-phrase_feature__noun_phrases__current_user_utterance__cleansing',b'5',98.9407,0.0000
107,b'7-syntactic_feature__subj_word__next_user_utterance__remind',b'7',98.8646,0.0000
108,b'7-syntactic_feature__obj_word__current_user_utterance__mailen',b'7',96.9086,0.0000
109,b'6-entity_feature__entity__next_system_utterance__9_NUMBER',b'6',96.5926,0.0000
110,b'3-time_feature__end_of_session',b'3',94.2762,0.0000
111,b'5-phrase_feature__noun_phrases__next_system_utterance__italy',b'5',88.4664,0.0000
112,b'5-phrase_feature__noun_phrases__next_system_utterance__mustard_\\_n9',b'5',88.4664,0.0000
113,b'5-phrase_feature__noun_phrases__next_system_utterance__@ted_hi',b'5',88.4664,0.0000
114,b'5-phrase_feature__noun_phrases__next_system_utterance__muthu',b'5',88.4664,0.0000
115,b'5-phrase_feature__noun_phrases__next_system_utterance__italy_game',b'5',88.4664,0.0000
116,b"5-phrase_feature__noun_phrases__next_system_utterance__n'open_fridge",b'5',88.4664,0.0000
117,b"5-phrase_feature__noun_phrases__next_system_utterance__n'probably",b'5',88.4664,0.0000
118,b"5-phrase_feature__noun_phrases__next_system_utterance__n'remind",b'5',88.4664,0.0000
119,b"5-phrase_feature__noun_phrases__next_system_utterance__n'remove_item_<number>",b'5',88.4664,0.0000
120,b'5-phrase_feature__noun_phrases__next_system_utterance__tape_\\_n5',b'5',87.7669,0.0000
121,b'6-entity_feature__entity__next_system_utterance__tish_PERSON',b'6',87.5435,0.0000
122,b'7-syntactic_feature__root_word__next_system_utterance__pine',b'7',85.1059,0.0000
123,b"7-syntactic_feature__obj_word__next_system_utterance__n'oct",b'7',82.8846,0.0000
124,b'6-entity_feature__entity__next_system_utterance__mar 13_DATE',b'6',82.6971,0.0000
125,b"5-phrase_feature__noun_phrases__next_system_utterance__n'title",b'5',81.7769,0.0000
126,b'5-phrase_feature__noun_phrases__current_user_utterance__italian_soda',b'5',81.6071,0.0000
127,b'6-entity_feature__entity__next_system_utterance__100_NUMBER',b'6',80.2369,0.0000
128,b'6-entity_feature__entity__next_system_utterance__1\xc2\xa01/2_NUMBER',b'6',79.7603,0.0000
129,b'5-phrase_feature__noun_phrases__next_system_utterance__27th_check',b'5',79.7603,0.0000
130,b'6-entity_feature__entity__next_system_utterance__at 2:15 pm_TIME',b'6',79.7603,0.0000
131,b'7-syntactic_feature__root_word__next_system_utterance__sausag',b'7',77.6087,0.0000
132,b'5-phrase_feature__noun_phrases__next_user_utterance__tissue',b'5',76.4376,0.0000
133,b'5-phrase_feature__noun_phrases__next_system_utterance__shoes',b'5',76.1704,0.0000
134,b'6-entity_feature__entity__next_system_utterance__at 10:25 am_TIME',b'6',75.4720,0.0000
135,b'5-phrase_feature__noun_phrases__next_system_utterance__shoga',b'5',75.2549,0.0000
136,b'6-entity_feature__entity__next_system_utterance__kyle_PERSON',b'6',74.9901,0.0000
137,b'5-phrase_feature__noun_phrases__next_system_utterance__laundry',b'5',74.2916,0.0000
138,b'7-syntactic_feature__obj_word__current_user_utterance__adhiambo',b'7',74.2002,0.0000
139,b'5-phrase_feature__noun_phrases__next_system_utterance__ground_starbucks',b'5',71.7207,0.0000
140,b'6-entity_feature__entity__next_system_utterance__1 hour_DURATION',b'6',71.4116,0.0000
141,b'7-syntactic_feature__obj_word__next_system_utterance__wd-40',b'7',70.8665,0.0000
142,b'5-phrase_feature__noun_phrases__next_system_utterance__item_<name>',b'5',70.4734,0.0000
143,b'2.1-user_action_words.current_user_utterance__remind',b'2.1',70.4358,0.0000
144,b"5-phrase_feature__noun_phrases__next_system_utterance__n'tomorrow",b'5',69.6182,0.0000
145,b'7-syntactic_feature__root_word__next_system_utterance__meat',b'7',69.2227,0.0000
146,b'7-syntactic_feature__root_word__next_system_utterance__cortison',b'7',66.8683,0.0000
147,b"5-phrase_feature__noun_phrases__next_system_utterance__n'turn",b'5',66.2984,0.0000
148,b'6-entity_feature__entity__next_system_utterance__english_MISC',b'6',65.1581,0.0000
149,b'7-syntactic_feature__root_word__current_user_utterance__creat',b'7',64.9271,0.0000
150,b'6-entity_feature__entity__next_system_utterance__16_NUMBER',b'6',64.4575,0.0000
151,b'7-syntactic_feature__obj_word__next_system_utterance__n19',b'7',64.4240,0.0000
152,b'5-phrase_feature__noun_phrases__next_system_utterance__permethrin_spray',b'5',64.3151,0.0000
153,b'7-syntactic_feature__root_word__next_system_utterance__group',b'7',63.8190,0.0000
154,b'5-phrase_feature__noun_phrases__next_system_utterance__<babydoll>',b'5',62.9198,0.0000
155,b'5-phrase_feature__noun_phrases__next_system_utterance__masons_baseball_game',b'5',62.6983,0.0000
156,b'7-syntactic_feature__obj_word__next_system_utterance__mikawa',b'7',61.9416,0.0000
157,b'7-syntactic_feature__root_word__next_system_utterance__3',b'7',61.2881,0.0000
158,b'6-entity_feature__entity__next_system_utterance__4 at 12 pm_TIME',b'6',61.0316,0.0000
159,b'7-syntactic_feature__obj_word__next_system_utterance__n34',b'7',59.7503,0.0000
160,b'7-syntactic_feature__root_word__next_system_utterance__tape',b'7',58.4329,0.0000
161,b'7-syntactic_feature__root_word__next_user_utterance__9am',b'7',57.8600,0.0000
162,b'5-phrase_feature__noun_phrases__next_system_utterance__brant_funeral_home',b'5',57.3742,0.0000
163,b'5-phrase_feature__noun_phrases__next_system_utterance__hot_dogs',b'5',56.8834,0.0000
164,b'5-phrase_feature__noun_phrases__next_system_utterance__n01',b'5',56.4024,0.0000
165,b'7-syntactic_feature__root_word__next_user_utterance__tell',b'7',56.3955,0.0000
166,b'7-syntactic_feature__root_word__next_system_utterance__ntype',b'7',56.2694,0.0000
167,b'5-phrase_feature__noun_phrases__next_system_utterance__n_\\_nhere',b'5',56.1006,0.0000
168,b'5-phrase_feature__noun_phrases__next_system_utterance__birds_eye_signature',b'5',55.3678,0.0000
169,b"5-phrase_feature__noun_phrases__next_system_utterance__\\_n'show_members",b'5',55.0302,0.0000
170,b'7-syntactic_feature__subj_word__next_system_utterance__mix',b'7',55.0302,0.0000
171,b"5-phrase_feature__noun_phrases__next_system_utterance__n'start",b'5',55.0302,0.0000
172,b"5-phrase_feature__noun_phrases__next_system_utterance__n'open",b'5',54.4645,0.0000
173,b"5-phrase_feature__noun_phrases__next_system_utterance__\\_n'oct",b'5',54.4645,0.0000
174,b"5-phrase_feature__noun_phrases__next_system_utterance__n'remove_item_<name>",b'5',54.4645,0.0000
175,b'7-syntactic_feature__root_word__next_user_utterance__wash',b'7',54.1825,0.0000
176,b'5-phrase_feature__noun_phrases__next_user_utterance__x',b'5',54.1825,0.0000
177,b'5-phrase_feature__noun_phrases__next_system_utterance__\\_n6',b'5',54.0862,0.0000
178,b'6-entity_feature__entity__next_system_utterance__70%_PERCENT',b'6',53.9694,0.0000
179,b'5-phrase_feature__noun_phrases__next_system_utterance__n53',b'5',53.7989,0.0000
180,b'5-phrase_feature__noun_phrases__next_system_utterance__member_sheila',b'5',53.4504,0.0000
181,b'7-syntactic_feature__obj_word__next_system_utterance__n4',b'7',53.2927,0.0000
182,b'7-syntactic_feature__root_word__next_system_utterance__receiv',b'7',52.4635,0.0000
183,b'5-phrase_feature__noun_phrases__next_system_utterance__reminder_name',b'5',52.2013,0.0000
184,b'5-phrase_feature__noun_phrases__next_system_utterance__cheddar_cheese_\\',b'5',50.3793,0.0000
185,b'2.1-user_action_words.next_user_utterance__watch',b'2.1',50.0471,0.0000
186,b'7-syntactic_feature__root_word__current_user_utterance__do',b'7',49.9596,0.0000
187,b"5-phrase_feature__noun_phrases__next_system_utterance__n'do",b'5',49.5917,0.0000
188,b'7-syntactic_feature__root_word__next_system_utterance__mozz',b'7',49.5917,0.0000
189,b'5-phrase_feature__noun_phrases__next_system_utterance__half-and-half_creamer',b'5',49.5917,0.0000
190,b"5-phrase_feature__noun_phrases__next_system_utterance__\\_n'add_item",b'5',49.5917,0.0000
191,b'7-syntactic_feature__obj_word__next_system_utterance__n37',b'7',49.4254,0.0000
192,b'6-entity_feature__entity__next_system_utterance__erick_PERSON',b'6',49.4222,0.0000
193,b'5-phrase_feature__noun_phrases__next_system_utterance__monica',b'5',49.4222,0.0000
194,b'5-phrase_feature__noun_phrases__next_system_utterance__tv_shows',b'5',48.4614,0.0000
195,b'5-phrase_feature__noun_phrases__next_system_utterance__\\_n16',b'5',47.5253,0.0000
196,b'5-phrase_feature__noun_phrases__next_system_utterance__mapel',b'5',46.7949,0.0000
197,b'5-phrase_feature__noun_phrases__next_system_utterance__nhere',b'5',44.9805,0.0000
198,b'7-syntactic_feature__obj_word__next_system_utterance__n29',b'7',44.3946,0.0000
199,b'3-time_feature__start_of_session',b'3',44.2502,0.0000
200,b'2.1-user_action_words.next_user_utterance__food',b'2.1',43.2109,0.0000
201,b'7-syntactic_feature__root_word__next_system_utterance__borax',b'7',42.8398,0.0000
202,b'5-phrase_feature__noun_phrases__next_system_utterance__midterms',b'5',42.8263,0.0000
203,b"5-phrase_feature__noun_phrases__next_system_utterance__\\_n'show_reminders",b'5',42.8237,0.0000
204,b"5-phrase_feature__noun_phrases__next_system_utterance__n'stop",b'5',42.8237,0.0000
205,b'7-syntactic_feature__obj_word__next_system_utterance__mom',b'7',42.8237,0.0000
206,b'7-syntactic_feature__root_word__current_user_utterance__y',b'7',42.8237,0.0000
207,b'5-phrase_feature__noun_phrases__next_system_utterance__fennel_powder',b'5',42.8237,0.0000
208,b'5-phrase_feature__noun_phrases__next_system_utterance__texas_heat',b'5',42.6466,0.0000
209,b'7-syntactic_feature__root_word__next_system_utterance__calcul',b'7',42.6466,0.0000
210,b'7-syntactic_feature__root_word__current_user_utterance__@kati',b'7',42.6466,0.0000
211,b'5-phrase_feature__noun_phrases__next_system_utterance__menomonie_market',b'5',42.6466,0.0000
212,b'6-entity_feature__entity__next_system_utterance__american_MISC',b'6',42.6466,0.0000
213,b'5-phrase_feature__noun_phrases__next_system_utterance__organizer',b'5',42.6466,0.0000
214,b'5-phrase_feature__noun_phrases__next_system_utterance__orgasm',b'5',42.6466,0.0000
215,b'5-phrase_feature__noun_phrases__next_system_utterance__shani',b'5',42.6466,0.0000
216,b'5-phrase_feature__noun_phrases__next_system_utterance__shana',b'5',42.6466,0.0000
217,b'7-syntactic_feature__root_word__next_system_utterance__size',b'7',42.6466,0.0000
218,b'5-phrase_feature__noun_phrases__next_system_utterance__reminder_hospital',b'5',42.6466,0.0000
219,b'7-syntactic_feature__root_word__next_user_utterance__;',b'7',42.3795,0.0000
220,b'5-phrase_feature__noun_phrases__next_system_utterance__n08',b'5',42.3540,0.0000
221,b'5-phrase_feature__noun_phrases__next_system_utterance__\\_ndo',b'5',42.1156,0.0000
222,b'5-phrase_feature__noun_phrases__next_system_utterance__n_\\_n6',b'5',42.1156,0.0000
223,b'7-syntactic_feature__obj_word__next_system_utterance__n38',b'7',42.1068,0.0000
224,b'5-phrase_feature__noun_phrases__next_user_utterance__reiki',b'5',42.0250,0.0000
225,b'7-syntactic_feature__root_word__next_system_utterance__cetrigin',b'7',41.6177,0.0000
226,b'7-syntactic_feature__subj_word__next_system_utterance__mr.gray',b'7',41.4265,0.0000
227,b'5-phrase_feature__noun_phrases__next_system_utterance__altar_serving',b'5',40.9256,0.0000
228,b'6-entity_feature__entity__next_system_utterance__one_NUMBER',b'6',40.8834,0.0000
229,b'7-syntactic_feature__root_word__next_system_utterance__n8',b'7',40.7396,0.0000
230,b'5-phrase_feature__noun_phrases__current_user_utterance__mini_basket_filters',b'5',40.4997,0.0000
231,b'7-syntactic_feature__obj_word__current_user_utterance__lactaid',b'7',40.4378,0.0000
232,b'5-phrase_feature__noun_phrases__next_system_utterance__family',b'5',40.1300,0.0000
233,b'5-phrase_feature__noun_phrases__next_system_utterance__burritos',b'5',40.1215,0.0000
234,b'5-phrase_feature__noun_phrases__next_system_utterance__new_life',b'5',40.0635,0.0000
235,b'7-syntactic_feature__obj_word__next_system_utterance__tangerin',b'7',40.0635,0.0000
236,b'5-phrase_feature__noun_phrases__next_system_utterance__pasha',b'5',40.0635,0.0000
237,b'5-phrase_feature__noun_phrases__next_user_utterance__reminder_lunch',b'5',39.2445,0.0000
238,b'6-entity_feature__entity__next_system_utterance__mon, mar 6 at 4:11 pm_TIME',b'6',39.1831,0.0000
239,b'7-syntactic_feature__subj_word__next_system_utterance__donut',b'7',39.0585,0.0000
240,b'5-phrase_feature__noun_phrases__next_system_utterance__remaining_reminders',b'5',39.0402,0.0000
241,b'5-phrase_feature__noun_phrases__next_system_utterance__reminder',b'5',39.0402,0.0000
242,b'5-phrase_feature__noun_phrases__next_system_utterance__reminder_<title>',b'5',39.0402,0.0000
243,b'5-phrase_feature__noun_phrases__next_system_utterance__time_\\_n',b'5',38.8193,0.0000
244,b'5-phrase_feature__noun_phrases__next_system_utterance__semisweet',b'5',38.6689,0.0000
245,b'5-phrase_feature__noun_phrases__next_system_utterance__n_\\_n3',b'5',38.6689,0.0000
246,b'5-phrase_feature__noun_phrases__next_system_utterance__\\_nalright',b'5',38.6689,0.0000
247,b'5-phrase_feature__noun_phrases__next_system_utterance__nbuns',b'5',38.6689,0.0000
248,b'5-phrase_feature__noun_phrases__next_system_utterance__salt_\\_n9',b'5',38.3380,0.0000
249,b'6-entity_feature__entity__next_system_utterance__ruthie_PERSON',b'6',38.3380,0.0000
250,b'5-phrase_feature__noun_phrases__current_user_utterance__low_heat',b'5',38.1767,0.0000
251,b'5-phrase_feature__noun_phrases__next_system_utterance__\\_n9',b'5',38.1064,0.0000
252,b'5-phrase_feature__noun_phrases__next_system_utterance__natural_yogurt_\\',b'5',38.1064,0.0000
253,b'5-phrase_feature__noun_phrases__current_user_utterance__show_grocery',b'5',38.1007,0.0000
254,b'6-entity_feature__entity__next_system_utterance__1 at 8 am_TIME',b'6',38.0987,0.0000
255,b'7-syntactic_feature__root_word__current_user_utterance__say',b'7',37.9589,0.0000
256,b'5-phrase_feature__noun_phrases__next_system_utterance__evan',b'5',37.8761,0.0000
257,b'6-entity_feature__entity__current_user_utterance__the week of july 3_DATE',b'6',37.8701,0.0000
258,b'5-phrase_feature__noun_phrases__current_user_utterance__shallots',b'5',37.8701,0.0000
259,b'7-syntactic_feature__root_word__current_user_utterance__blush',b'7',37.8234,0.0000
260,b'5-phrase_feature__noun_phrases__current_user_utterance__alcohol_peroxide',b'5',37.1193,0.0000
261,b'7-syntactic_feature__root_word__current_user_utterance__water',b'7',37.0292,0.0000
262,b'5-phrase_feature__noun_phrases__next_system_utterance__yellow_cake',b'5',36.8612,0.0000
263,b'5-phrase_feature__noun_phrases__next_system_utterance__n1',b'5',36.6755,0.0000
264,b'5-phrase_feature__noun_phrases__next_system_utterance__\\_n4',b'5',36.6474,0.0000
265,b'5-phrase_feature__noun_phrases__next_user_utterance__isle',b'5',36.6210,0.0000
266,b'5-phrase_feature__noun_phrases__next_system_utterance__pickle',b'5',36.3904,0.0000
267,b'5-phrase_feature__noun_phrases__next_system_utterance__tiger',b'5',36.3904,0.0000
268,b'5-phrase_feature__noun_phrases__next_system_utterance__ties',b'5',36.3904,0.0000
269,b'5-phrase_feature__noun_phrases__next_system_utterance__reminder_nails',b'5',36.3904,0.0000
270,b'6-entity_feature__entity__next_system_utterance__10pm_TIME',b'6',36.3904,0.0000
271,b'5-phrase_feature__noun_phrases__next_system_utterance__yesil',b'5',36.3601,0.0000
272,b'7-syntactic_feature__subj_word__next_system_utterance__mite',b'7',36.3202,0.0000
273,b'5-phrase_feature__noun_phrases__current_user_utterance__asparagus',b'5',36.2222,0.0000
274,b'5-phrase_feature__noun_phrases__next_system_utterance__mom_a_dad',b'5',36.0812,0.0000
275,b'7-syntactic_feature__root_word__current_user_utterance__gauz',b'7',36.0687,0.0000
276,b'7-syntactic_feature__obj_word__next_system_utterance__n39',b'7',36.0375,0.0000
277,b'5-phrase_feature__noun_phrases__next_system_utterance__\\_nto_chat',b'5',35.8628,0.0000
278,b'5-phrase_feature__noun_phrases__next_system_utterance__nremind',b'5',35.5877,0.0000
279,b'7-syntactic_feature__obj_word__next_system_utterance__marcu',b'7',34.9290,0.0000
280,b'7-syntactic_feature__root_word__next_system_utterance__brunch',b'7',34.7718,0.0000
281,b'5-phrase_feature__noun_phrases__current_user_utterance__shot',b'5',34.7655,0.0000
282,b'5-phrase_feature__noun_phrases__next_system_utterance__megan',b'5',34.6962,0.0000
283,b'5-phrase_feature__noun_phrases__next_system_utterance__removed_wheat_crackers',b'5',34.5883,0.0000
284,b'7-syntactic_feature__root_word__next_system_utterance__dust',b'7',33.8781,0.0000
285,b'6-entity_feature__entity__next_system_utterance__at 5:06 pm_TIME',b'6',33.7018,0.0000
286,b'7-syntactic_feature__root_word__next_user_utterance__feedback',b'7',33.3297,0.0000
287,b'5-phrase_feature__noun_phrases__next_system_utterance__n10',b'5',33.3118,0.0000
288,b'7-syntactic_feature__root_word__next_system_utterance__hand',b'7',33.1948,0.0000
289,b'5-phrase_feature__noun_phrases__next_system_utterance__@sebastien',b'5',33.1445,0.0000
290,b'5-phrase_feature__noun_phrases__next_system_utterance__sorry_ireen',b'5',33.0087,0.0000
291,b'5-phrase_feature__noun_phrases__next_system_utterance__n11',b'5',32.8749,0.0000
292,b'5-phrase_feature__noun_phrases__next_system_utterance__crackers_sugar',b'5',32.6944,0.0000
293,b'7-syntactic_feature__obj_word__next_system_utterance__mix',b'7',32.5351,0.0000
294,b'7-syntactic_feature__obj_word__next_system_utterance__money',b'7',32.4235,0.0000
295,b'5-phrase_feature__noun_phrases__next_system_utterance__pant',b'5',32.4117,0.0000
296,b'5-phrase_feature__noun_phrases__next_system_utterance__soap_\\_n3',b'5',32.3053,0.0000
297,b'5-phrase_feature__noun_phrases__current_user_utterance__@tish_\\_ud83c',b'5',32.2621,0.0000
298,b'7-syntactic_feature__root_word__next_user_utterance__pleas',b'7',32.1095,0.0000
299,b'5-phrase_feature__noun_phrases__next_system_utterance__waste_basket',b'5',32.0796,0.0000
