id,name,prefix,chi2,pval
47,b'4.1-ngram.next_system_utterance__kettle nice',b'4.1',355.3460,0.0000
48,b'4.1-ngram.next_system_utterance__kettle serves',b'4.1',355.3460,0.0000
49,b'4.1-ngram.current_user_utterance__addre',b'4.1',350.4873,0.0000
50,b'7-syntactic_feature__obj_word__current_user_utterance__someth',b'7',349.5679,0.0000
51,b'4.1-ngram.next_user_utterance__gastropub type food',b'4.1',342.6585,0.0000
52,b'4.1-ngram.next_user_utterance__breathing',b'4.1',341.2626,0.0000
53,b'4.1-ngram.next_user_utterance__german',b'4.1',339.5286,0.0000
54,b'5-phrase_feature__noun_phrases__next_system_utterance__retail',b'5',335.9529,0.0000
55,b'5-phrase_feature__noun_phrases__next_system_utterance__shop',b'5',335.0703,0.0000
56,b'4.1-ngram.next_user_utterance__thailand',b'4.1',331.0370,0.0000
57,b'4.1-ngram.next_user_utterance__thank',b'4.1',328.6396,0.0000
58,b'4.1-ngram.current_user_utterance__yes restaurant',b'4.1',325.2387,0.0000
59,b'7-syntactic_feature__root_word__next_user_utterance__corsica',b'7',319.4758,0.0000
60,b'4.1-ngram.next_system_utterance__zizzi cambridge serves',b'4.1',298.2324,0.0000
61,b'5-phrase_feature__noun_phrases__next_system_utterance__gourmet_burger',b'5',288.3986,0.0000
62,b'4.1-ngram.next_system_utterance__mimosa serves mediterranean',b'4.1',278.7280,0.0000
63,b'4.1-ngram.next_system_utterance__town dont care',b'4.1',278.7280,0.0000
64,b'2.1-user_action_words.next_user_utterance__telephon',b'2.1',275.7813,0.0000
65,b'7-syntactic_feature__root_word__next_system_utterance__g4',b'7',275.1309,0.0000
66,b'5-phrase_feature__noun_phrases__current_user_utterance__welsh_food',b'5',253.6909,0.0000
67,b'4.1-ngram.next_user_utterance__canapes',b'4.1',251.4285,0.0000
68,b'3-time_feature__start_of_session',b'3',251.2757,0.0000
69,b'4.1-ngram.next_user_utterance__doesnt',b'4.1',247.8362,0.0000
70,b'4.1-ngram.next_user_utterance__does venue',b'4.1',242.3177,0.0000
71,b'2.1-user_action_words.current_user_utterance__part',b'2.1',234.8438,0.0000
72,b'5-phrase_feature__noun_phrases__current_user_utterance__other_options',b'5',234.8438,0.0000
73,b'5-phrase_feature__noun_phrases__next_system_utterance__right',b'5',232.5560,0.0000
74,b'5-phrase_feature__noun_phrases__current_user_utterance__thai_type',b'5',229.7694,0.0000
75,b'7-syntactic_feature__root_word__next_user_utterance__eartrain',b'7',229.6936,0.0000
76,b'5-phrase_feature__noun_phrases__next_system_utterance__raza',b'5',225.3114,0.0000
77,b'5-phrase_feature__noun_phrases__next_system_utterance__standard',b'5',225.1980,0.0000
78,b'5-phrase_feature__noun_phrases__next_user_utterance__vinci_pizzeria',b'5',218.1127,0.0000
79,b'4.1-ngram.next_user_utterance__perfect',b'4.1',213.5485,0.0000
80,b'4.1-ngram.next_user_utterance__north american type',b'4.1',213.1081,0.0000
81,b'7-syntactic_feature__root_word__next_user_utterance__vegitarian',b'7',212.9693,0.0000
82,b'4.1-ngram.next_user_utterance__pan asian food',b'4.1',206.4758,0.0000
83,b'5-phrase_feature__noun_phrases__next_system_utterance__request',b'5',203.3834,0.0000
84,b'4.1-ngram.next_user_utterance__ye',b'4.1',202.5400,0.0000
85,b'5-phrase_feature__noun_phrases__next_system_utterance__christmas_food',b'5',202.0640,0.0000
86,b'4.1-ngram.current_user_utterance__phone',b'4.1',201.5084,0.0000
87,b'4.1-ngram.current_user_utterance__north town serving',b'4.1',201.0520,0.0000
88,b'4.1-ngram.current_user_utterance__persian restaurant',b'4.1',199.8041,0.0000
89,b'5-phrase_feature__noun_phrases__current_user_utterance__list',b'5',197.0900,0.0000
90,b'7-syntactic_feature__root_word__next_system_utterance__way',b'7',190.6533,0.0000
91,b'5-phrase_feature__noun_phrases__next_user_utterance__ly',b'5',182.0303,0.0000
92,b'5-phrase_feature__noun_phrases__next_user_utterance__damn',b'5',182.0303,0.0000
93,b'2.1-user_action_words.next_user_utterance__food',b'2.1',180.8363,0.0000
94,b'5-phrase_feature__noun_phrases__next_system_utterance__christmas_restaurant',b'5',176.8154,0.0000
95,b'7-syntactic_feature__root_word__next_system_utterance__let',b'7',167.3413,0.0000
96,b'7-syntactic_feature__root_word__next_user_utterance__mexican',b'7',165.5871,0.0000
97,b'5-phrase_feature__noun_phrases__next_system_utterance__newmarket',b'5',165.3979,0.0000
98,b'5-phrase_feature__noun_phrases__next_system_utterance__pizza_hut',b'5',165.3979,0.0000
99,b'5-phrase_feature__noun_phrases__current_user_utterance__hungarian_food_restaurant',b'5',164.8138,0.0000
100,b'7-syntactic_feature__root_word__current_user_utterance__mexican',b'7',163.3082,0.0000
101,b'7-syntactic_feature__root_word__current_user_utterance__great',b'7',162.3414,0.0000
102,b'5-phrase_feature__noun_phrases__current_user_utterance__hutt',b'5',162.2314,0.0000
103,b'5-phrase_feature__noun_phrases__next_system_utterance__castle',b'5',157.4047,0.0000
104,b'2.1-user_action_words.next_user_utterance__stop',b'2.1',156.4017,0.0000
105,b'5-phrase_feature__noun_phrases__next_system_utterance__regent_street_city',b'5',152.2358,0.0000
106,b'5-phrase_feature__noun_phrases__next_system_utterance__street',b'5',145.0070,0.0000
107,b'5-phrase_feature__noun_phrases__next_system_utterance__steakhouse_restaurant',b'5',145.0070,0.0000
108,b'5-phrase_feature__noun_phrases__next_system_utterance__british_restaurant_right',b'5',140.4303,0.0000
109,b'7-syntactic_feature__obj_word__next_user_utterance__sock',b'7',139.3320,0.0000
110,b'7-syntactic_feature__obj_word__current_user_utterance__rang',b'7',137.9798,0.0000
111,b'2.1-user_action_words.current_user_utterance__moder',b'2.1',137.8490,0.0000
112,b'7-syntactic_feature__root_word__next_system_utterance__is',b'7',136.9965,0.0000
113,b'7-syntactic_feature__root_word__next_system_utterance__look',b'7',136.5506,0.0000
114,b'5-phrase_feature__noun_phrases__next_system_utterance__polynesian_restaurant',b'5',135.5719,0.0000
115,b'5-phrase_feature__noun_phrases__next_system_utterance__polynesian_food',b'5',135.5719,0.0000
116,b'5-phrase_feature__noun_phrases__next_system_utterance__clifton',b'5',135.5719,0.0000
117,b'7-syntactic_feature__subj_word__next_system_utterance__bedouin',b'7',133.4241,0.0000
118,b'5-phrase_feature__noun_phrases__next_user_utterance__chinese_food_im',b'5',132.3345,0.0000
119,b'5-phrase_feature__noun_phrases__current_user_utterance__fdod',b'5',130.6582,0.0000
120,b'2.1-user_action_words.current_user_utterance__food',b'2.1',130.6582,0.0000
121,b'7-syntactic_feature__root_word__next_system_utterance__74',b'7',129.5442,0.0000
122,b'5-phrase_feature__noun_phrases__next_user_utterance__portugese',b'5',127.9285,0.0000
123,b'5-phrase_feature__noun_phrases__next_user_utterance__polynesian_food',b'5',127.0196,0.0000
124,b'2.1-user_action_words.next_user_utterance__number',b'2.1',127.0196,0.0000
125,b'5-phrase_feature__noun_phrases__current_user_utterance__expensive_persian_restaurant',b'5',122.9698,0.0000
126,b'4.1-ngram.current_user_utterance__west town serving',b'4.1',122.0281,0.0000
127,b'7-syntactic_feature__obj_word__next_user_utterance__rang',b'7',121.7859,0.0000
128,b'5-phrase_feature__noun_phrases__current_user_utterance__price_restaurant',b'5',120.8797,0.0000
129,b'1-utterance_length.current_user_utterance__utterance_length',b'1',116.8619,0.0000
130,b'5-phrase_feature__noun_phrases__current_user_utterance__portugese',b'5',116.1049,0.0000
131,b'5-phrase_feature__noun_phrases__current_user_utterance__polynesian_restaurant',b'5',116.0051,0.0000
132,b'2.1-user_action_words.current_user_utterance__post',b'2.1',116.0051,0.0000
133,b'5-phrase_feature__noun_phrases__next_system_utterance__fen_ditton',b'5',113.8363,0.0000
134,b'5-phrase_feature__noun_phrases__current_user_utterance__chinese_restaurant',b'5',112.5779,0.0000
135,b'7-syntactic_feature__root_word__next_system_utterance__restaur',b'7',111.9276,0.0000
136,b'5-phrase_feature__noun_phrases__next_user_utterance__good_bye_peace',b'5',108.7359,0.0000
137,b'5-phrase_feature__noun_phrases__next_system_utterance__thanh_binh',b'5',108.2744,0.0000
138,b'2.1-user_action_words.current_user_utterance__south',b'2.1',107.6069,0.0000
139,b'4.1-ngram.next_system_utterance__moderate british',b'4.1',106.9476,0.0000
140,b'4.1-ngram.next_system_utterance__cheap korean food',b'4.1',106.9476,0.0000
141,b'4.1-ngram.next_system_utterance__moderate',b'4.1',106.9476,0.0000
142,b'4.1-ngram.next_system_utterance__cheap mexican',b'4.1',106.9476,0.0000
143,b'4.1-ngram.next_system_utterance__like asian',b'4.1',106.9476,0.0000
144,b'4.1-ngram.next_user_utterance__expensive restaurant serves',b'4.1',105.7182,0.0000
145,b'5-phrase_feature__noun_phrases__next_system_utterance__postcode',b'5',105.6693,0.0000
146,b'5-phrase_feature__noun_phrases__next_system_utterance__burleigh_street',b'5',104.4754,0.0000
147,b'4.1-ngram.next_system_utterance__like',b'4.1',103.8026,0.0000
148,b'7-syntactic_feature__root_word__next_user_utterance__want',b'7',103.4077,0.0000
149,b'5-phrase_feature__noun_phrases__next_system_utterance__cheap_price',b'5',102.9983,0.0000
150,b'5-phrase_feature__noun_phrases__next_system_utterance__hill',b'5',102.9983,0.0000
151,b'5-phrase_feature__noun_phrases__next_system_utterance__cheap_price_range',b'5',102.9983,0.0000
152,b'4.1-ngram.next_user_utterance__does serve gastropub',b'4.1',101.6540,0.0000
153,b'5-phrase_feature__noun_phrases__next_user_utterance__range_im',b'5',101.0589,0.0000
154,b'7-syntactic_feature__root_word__next_user_utterance__belgium',b'7',100.9391,0.0000
155,b'4.1-ngram.next_user_utterance__does serve kitalian',b'4.1',100.8722,0.0000
156,b'4.1-ngram.next_user_utterance__looking thai food',b'4.1',99.7411,0.0000
157,b'2.1-user_action_words.current_user_utterance__expens',b'2.1',98.0038,0.0000
158,b'4.1-ngram.next_user_utterance__west',b'4.1',97.8851,0.0000
159,b'7-syntactic_feature__root_word__current_user_utterance__polish',b'7',96.6242,0.0000
160,b'5-phrase_feature__noun_phrases__next_user_utterance__day',b'5',96.3159,0.0000
161,b'4.1-ngram.next_system_utterance__fitzbillies restaurant 01223',b'4.1',95.8159,0.0000
162,b'7-syntactic_feature__subj_word__next_user_utterance__food',b'7',92.8786,0.0000
163,b'5-phrase_feature__noun_phrases__next_system_utterance__exchange',b'5',92.3837,0.0000
164,b'5-phrase_feature__noun_phrases__next_system_utterance__european_restaurant_right',b'5',92.3837,0.0000
165,b'5-phrase_feature__noun_phrases__next_system_utterance__cheap_seafood',b'5',91.8150,0.0000
166,b'5-phrase_feature__noun_phrases__current_user_utterance__something',b'5',91.3523,0.0000
167,b'4.1-ngram.current_user_utterance__rest',b'4.1',91.1197,0.0000
168,b'5-phrase_feature__noun_phrases__next_system_utterance__palace',b'5',90.5671,0.0000
169,b'5-phrase_feature__noun_phrases__next_user_utterance__danish_food',b'5',90.4062,0.0000
170,b'7-syntactic_feature__root_word__next_user_utterance__go',b'7',88.3515,0.0000
171,b'5-phrase_feature__noun_phrases__next_system_utterance__newmarket_road',b'5',86.2284,0.0000
172,b'7-syntactic_feature__root_word__next_user_utterance__kind',b'7',86.0467,0.0000
173,b'4.1-ngram.next_system_utterance__lodge restaurant nice',b'4.1',85.7534,0.0000
174,b'5-phrase_feature__noun_phrases__next_system_utterance__burleigh_street_city',b'5',84.6162,0.0000
175,b'5-phrase_feature__noun_phrases__next_system_utterance__lane_huntingdon',b'5',84.6162,0.0000
176,b'5-phrase_feature__noun_phrases__next_system_utterance__c.b',b'5',84.6162,0.0000
177,b'5-phrase_feature__noun_phrases__next_system_utterance__lane_fen_ditton',b'5',84.6162,0.0000
178,b'5-phrase_feature__noun_phrases__next_user_utterance__other_cheap_restaurants',b'5',84.6009,0.0000
179,b'2.1-user_action_words.next_user_utterance__next',b'2.1',84.6009,0.0000
180,b'7-syntactic_feature__root_word__current_user_utterance__vegitarian',b'7',83.8932,0.0000
181,b'4.1-ngram.next_system_utterance__rice house great',b'4.1',83.0720,0.0000
182,b'7-syntactic_feature__root_word__next_system_utterance__88',b'7',83.0472,0.0000
183,b'7-syntactic_feature__subj_word__next_system_utterance__steakhous',b'7',82.8715,0.0000
184,b'4.1-ngram.current_user_utterance__yeah',b'4.1',81.1675,0.0000
185,b'5-phrase_feature__noun_phrases__current_user_utterance__t',b'5',80.5602,0.0000
186,b'4.1-ngram.next_system_utterance__sock nice restaurant',b'4.1',80.5223,0.0000
187,b'7-syntactic_feature__obj_word__current_user_utterance__there',b'7',80.4661,0.0000
188,b'7-syntactic_feature__subj_word__next_user_utterance__breath',b'7',79.0722,0.0000
189,b'5-phrase_feature__noun_phrases__next_user_utterance__thai_type',b'5',78.9951,0.0000
190,b'2.1-user_action_words.current_user_utterance__north',b'2.1',78.9246,0.0000
191,b'4.1-ngram.current_user_utterance__whats',b'4.1',78.9186,0.0000
192,b'6-entity_feature__entity__next_system_utterance__169_NUMBER',b'6',78.7023,0.0000
193,b'4.1-ngram.next_system_utterance__persian food',b'4.1',77.2558,0.0000
194,b'4.1-ngram.next_system_utterance__persian',b'4.1',77.2558,0.0000
195,b'4.1-ngram.next_system_utterance__northampton',b'4.1',77.2558,0.0000
196,b'4.1-ngram.next_system_utterance__grafton hotel',b'4.1',76.7710,0.0000
197,b'4.1-ngram.next_system_utterance__grafton hotel 619',b'4.1',76.7710,0.0000
198,b'5-phrase_feature__noun_phrases__next_system_utterance__christmas_restaurant_right',b'5',75.8060,0.0000
199,b'5-phrase_feature__noun_phrases__next_system_utterance__church',b'5',75.8060,0.0000
200,b'5-phrase_feature__noun_phrases__next_system_utterance__parade_city',b'5',75.8060,0.0000
201,b'5-phrase_feature__noun_phrases__next_system_utterance__parade',b'5',75.8060,0.0000
202,b'5-phrase_feature__noun_phrases__next_system_utterance__vietnamese_restaurant_right',b'5',75.8060,0.0000
203,b'5-phrase_feature__noun_phrases__next_system_utterance__lebanese_food',b'5',75.8060,0.0000
204,b'5-phrase_feature__next_noun_phrases__#overlap',b'5',73.1872,0.0000
205,b'4.1-ngram.next_user_utterance__yes cheap',b'4.1',73.1872,0.0000
206,b'7-syntactic_feature__root_word__next_system_utterance__82',b'7',72.6609,0.0000
207,b'4.2.1-edit_distance.next_user_utterance_pairs__edit_distance',b'4.2.1',72.5971,0.0000
208,b'5-phrase_feature__noun_phrases__next_system_utterance__persian_restaurant',b'5',71.9939,0.0000
209,b'2.1-user_action_words.next_user_utterance__ani',b'2.1',70.6843,0.0000
210,b'7-syntactic_feature__root_word__current_user_utterance__get',b'7',70.0985,0.0000
211,b'7-syntactic_feature__subj_word__current_user_utterance__great',b'7',68.9991,0.0000
212,b'7-syntactic_feature__root_word__next_system_utterance__chop',b'7',68.7830,0.0000
213,b'4.1-ngram.next_user_utterance__thank bye',b'4.1',67.7185,0.0000
214,b'6-entity_feature__entity__next_system_utterance__24_DATE',b'6',67.6685,0.0000
215,b'4.1-ngram.next_user_utterance__good bye thank',b'4.1',67.4991,0.0000
216,b'5-phrase_feature__noun_phrases__next_system_utterance__river_bar_steakhouse',b'5',66.8059,0.0000
217,b'2.1-user_action_words.next_user_utterance__post',b'2.1',65.8608,0.0000
218,b'5-phrase_feature__noun_phrases__next_user_utterance__sock',b'5',65.6755,0.0000
219,b'5-phrase_feature__noun_phrases__next_system_utterance__avenue_chesterton',b'5',65.2953,0.0000
220,b'7-syntactic_feature__root_word__next_user_utterance__how',b'7',64.9121,0.0000
221,b'5-phrase_feature__noun_phrases__next_system_utterance__n.t',b'5',64.3178,0.0000
222,b'5-phrase_feature__noun_phrases__next_system_utterance__n.l',b'5',64.3178,0.0000
223,b'5-phrase_feature__noun_phrases__next_system_utterance__tasty_turkish_food',b'5',63.6816,0.0000
224,b'5-phrase_feature__noun_phrases__next_system_utterance__basque_restaurant',b'5',63.6816,0.0000
225,b'4.1-ngram.next_user_utterance__west area',b'4.1',62.8542,0.0000
226,b'4.1-ngram.current_user_utterance__portuguese restaurant',b'4.1',62.7425,0.0000
227,b'4.1-ngram.current_user_utterance__post',b'4.1',62.6675,0.0000
228,b'5-phrase_feature__noun_phrases__next_system_utterance__post',b'5',61.8198,0.0000
229,b'5-phrase_feature__noun_phrases__next_system_utterance__quayside',b'5',61.8198,0.0000
230,b'2.1-user_action_words.next_user_utterance__tell',b'2.1',61.7898,0.0000
231,b'5-phrase_feature__noun_phrases__next_system_utterance__hungarian_restaurant_right',b'5',61.5518,0.0000
232,b'5-phrase_feature__noun_phrases__next_system_utterance__hungarian_restaurant',b'5',61.5518,0.0000
233,b'5-phrase_feature__noun_phrases__next_system_utterance__phone',b'5',61.5518,0.0000
234,b'4.1-ngram.next_user_utterance__centre',b'4.1',61.2123,0.0000
235,b'2.2-#user_action_words.next_user_utterance__utterance_length',b'2.2',61.0439,0.0000
236,b'4.1-ngram.next_user_utterance__chinese restaurant',b'4.1',60.1021,0.0000
237,b'4.1-ngram.next_system_utterance__sturton',b'4.1',60.0399,0.0000
238,b'4.1-ngram.next_system_utterance__restaurant nice restaurant',b'4.1',59.9355,0.0000
239,b'5-phrase_feature__noun_phrases__next_system_utterance__hotel_du',b'5',59.5489,0.0000
240,b'5-phrase_feature__noun_phrases__next_user_utterance__swedish_food',b'5',59.4699,0.0000
241,b'4.1-ngram.current_user_utterance__christmas food',b'4.1',58.8962,0.0000
242,b'5-phrase_feature__noun_phrases__next_system_utterance__modern_european_restaurant',b'5',58.8267,0.0000
243,b'4.1-ngram.next_system_utterance__looking polynesian restaurant',b'4.1',58.5197,0.0000
244,b'4.1-ngram.next_user_utterance__portuguese food',b'4.1',58.4127,0.0000
245,b'7-syntactic_feature__obj_word__next_system_utterance__kind',b'7',57.9953,0.0000
246,b'5-phrase_feature__noun_phrases__next_system_utterance__leisure_park_clifton',b'5',57.8199,0.0000
247,b'5-phrase_feature__noun_phrases__next_system_utterance__scottish_restaurant',b'5',57.8199,0.0000
248,b'4.1-ngram.next_user_utterance__portuguese',b'4.1',57.2932,0.0000
249,b'7-syntactic_feature__root_word__current_user_utterance__care',b'7',57.1775,0.0000
250,b'5-phrase_feature__noun_phrases__next_system_utterance__free',b'5',56.4696,0.0000
251,b'2.1-user_action_words.next_user_utterance__matter',b'2.1',55.7591,0.0000
252,b'7-syntactic_feature__root_word__next_system_utterance__did',b'7',55.6370,0.0000
253,b'7-syntactic_feature__root_word__next_user_utterance__care',b'7',55.4890,0.0000
254,b'2.1-user_action_words.next_user_utterance__help',b'2.1',55.2154,0.0000
255,b'7-syntactic_feature__root_word__next_user_utterance__ly',b'7',54.8946,0.0000
256,b'5-phrase_feature__noun_phrases__current_user_utterance__noise_im',b'5',54.8802,0.0000
257,b'5-phrase_feature__noun_phrases__current_user_utterance__canape',b'5',54.7560,0.0000
258,b'4.1-ngram.current_user_utterance__whats code',b'4.1',54.6836,0.0000
259,b'5-phrase_feature__noun_phrases__next_system_utterance__hinton_cherry_hinton',b'5',54.5964,0.0000
260,b'4.1-ngram.current_user_utterance__whats phone',b'4.1',54.3206,0.0000
261,b'4.1-ngram.next_system_utterance__sorry polynesian restaurant',b'4.1',54.0617,0.0000
262,b'5-phrase_feature__noun_phrases__next_system_utterance__swiss_food',b'5',54.0337,0.0000
263,b'5-phrase_feature__noun_phrases__next_system_utterance__range',b'5',53.8482,0.0000
264,b'7-syntactic_feature__root_word__next_user_utterance__eur',b'7',53.6636,0.0000
265,b'5-phrase_feature__noun_phrases__next_system_utterance__hinton_road',b'5',53.5840,0.0000
266,b'7-syntactic_feature__root_word__current_user_utterance__nois',b'7',53.2867,0.0000
267,b'4.1-ngram.next_system_utterance__sorry restaurant',b'4.1',53.1458,0.0000
268,b'7-syntactic_feature__subj_word__next_system_utterance__prezzo',b'7',53.1345,0.0000
269,b'5-phrase_feature__noun_phrases__next_system_utterance__hungarian_food',b'5',52.7966,0.0000
270,b'5-phrase_feature__noun_phrases__next_system_utterance__persian_restaurant_right',b'5',52.7966,0.0000
271,b'4.1-ngram.next_system_utterance__thong nice restaurant',b'4.1',52.6597,0.0000
272,b'4.1-ngram.next_user_utterance__singaporean',b'4.1',52.4510,0.0000
273,b'7-syntactic_feature__root_word__current_user_utterance__there',b'7',52.2765,0.0000
274,b'4.1-ngram.current_user_utterance__theres venue',b'4.1',51.2997,0.0000
275,b'5-phrase_feature__noun_phrases__next_user_utterance__lebanese_food',b'5',51.2261,0.0000
276,b'7-syntactic_feature__subj_word__next_system_utterance__anatolia',b'7',50.9884,0.0000
277,b'4.1-ngram.current_user_utterance__tell',b'4.1',50.8917,0.0000
278,b'5-phrase_feature__noun_phrases__next_system_utterance__road',b'5',50.6449,0.0000
279,b'5-phrase_feature__noun_phrases__next_system_utterance__road_cherry',b'5',50.6449,0.0000
280,b'7-syntactic_feature__obj_word__next_user_utterance__european',b'7',50.2945,0.0000
281,b'7-syntactic_feature__subj_word__next_system_utterance__cocum',b'7',50.1458,0.0000
282,b'5-phrase_feature__noun_phrases__next_system_utterance__northampton',b'5',49.8306,0.0000
283,b'7-syntactic_feature__subj_word__next_system_utterance__kitchen',b'7',49.8306,0.0000
284,b'2.1-user_action_words.next_user_utterance__centr',b'2.1',49.3200,0.0000
285,b'4.1-ngram.next_user_utterance__telephone',b'4.1',49.1467,0.0000
286,b'7-syntactic_feature__root_word__current_user_utterance__ea',b'7',48.6820,0.0000
287,b'4.1-ngram.next_user_utterance__south',b'4.1',48.0353,0.0000
288,b'7-syntactic_feature__root_word__next_user_utterance__bye',b'7',47.9025,0.0000
289,b'7-syntactic_feature__root_word__next_user_utterance__seafood',b'7',47.8723,0.0000
290,b'5-phrase_feature__noun_phrases__next_system_utterance__expensive_restaurant',b'5',47.6547,0.0000
291,b'5-phrase_feature__noun_phrases__next_system_utterance__danish_restaurant',b'5',47.6547,0.0000
292,b'5-phrase_feature__noun_phrases__next_system_utterance__family',b'5',47.6547,0.0000
293,b'7-syntactic_feature__root_word__next_user_utterance__now',b'7',47.2016,0.0000
294,b'4.1-ngram.next_system_utterance__halal food',b'4.1',46.8041,0.0000
295,b'4.1-ngram.next_system_utterance__sorry german restaurant',b'4.1',46.8041,0.0000
296,b'7-syntactic_feature__obj_word__current_user_utterance__matter',b'7',46.3966,0.0000
297,b'4.1-ngram.current_user_utterance__location',b'4.1',45.7299,0.0000
298,b'5-phrase_feature__noun_phrases__next_user_utterance__seafood',b'5',45.6777,0.0000
299,b'4.1-ngram.current_user_utterance__thai',b'4.1',45.6629,0.0000
300,b'6-entity_feature__entity__next_system_utterance__367755_NUMBER',b'6',45.2071,0.0000
301,b'5-phrase_feature__noun_phrases__next_system_utterance__vinci',b'5',45.0425,0.0000
302,b'6-entity_feature__entity__next_system_utterance__barnwell road fen ditton_ORGANIZATION',b'6',45.0425,0.0000
303,b'5-phrase_feature__noun_phrases__next_system_utterance__vin',b'5',45.0425,0.0000
304,b'5-phrase_feature__noun_phrases__next_system_utterance__church_trinity',b'5',45.0425,0.0000
305,b'7-syntactic_feature__root_word__next_user_utterance__may',b'7',44.8023,0.0000
306,b'6-entity_feature__entity__next_system_utterance__king street city centre_LOCATION',b'6',44.2184,0.0000
307,b'5-phrase_feature__noun_phrases__next_system_utterance__lodge_hotel',b'5',44.2184,0.0000
308,b'5-phrase_feature__noun_phrases__next_system_utterance__looking',b'5',44.2184,0.0000
309,b'5-phrase_feature__noun_phrases__next_system_utterance__luca',b'5',44.2184,0.0000
310,b'5-phrase_feature__noun_phrases__next_system_utterance__americas',b'5',44.0128,0.0000
311,b'4.1-ngram.next_system_utterance__halal restaurant',b'4.1',44.0128,0.0000
312,b'7-syntactic_feature__root_word__next_system_utterance__common',b'7',44.0128,0.0000
