data_id,session_id,user_id,time,direction,msg_text,ground-truth,prediction,annotion,note
20, 4, , , , , R, "['C', 'C', 'C', 'C', 'C']", , 
20, 4, 1105, 0, bot_to_sb, "Thank you for calling the Cambridge Information system. Your call will be recorded for research purposes. You may ask for information about a place to eat, such as a restaurant, a pub, or a cafe. How may I help you?", , , , 
20, 4, 1105, 0, user_to_sb, "yes im trying to find a restaurant in the chesterton area", , , , 
20, 4, 1105, 1, bot_to_sb, "Are you looking for a venue in the Chesterton or New Chesterton area?", , , , 
20, 4, 1105, 1, user_to_sb, "yes", , , , 
20, 4, 1105, 2, bot_to_sb, "What part of town do you have in mind? For example, central, or Fen Ditton.", , , , 
20, 4, 1105, 2, user_to_sb, "any part", , , , 
20, 4, 1105, 3, bot_to_sb, "What part of town do you have in mind? For example, something in the Addenbrooke's, Arbury, or central area.", , , , 
20, 4, 1105, 3, user_to_sb, "central area", , , , 
20, 4, 1105, 4, bot_to_sb, "Are you looking for a venue in the Chesterton or New Chesterton area?", , , , 
20, 4, 1105, 4, user_to_sb, "in the chesterton area", R, "['C', 'C', 'C', 'C', 'C']", , 
20, 4, 1105, 5, bot_to_sb, "What type of food would you like? For example, Continental, Greek, or Thai.", , , , 
20, 4, 1105, 5, user_to_sb, "any kind", , , , 
20, 4, 1105, 6, bot_to_sb, "What type of food would you like? For example, pub, Chinese, or Thai.", , , , 
20, 4, 1105, 6, user_to_sb, "sorry", , , , 
20, 4, 1105, 7, bot_to_sb, "Twenty-four, which is in the Chesterton part of town, is a great restaurant.", , , , 
20, 4, 1105, 7, user_to_sb, "noise sil", , , , 
20, 4, 1105, 8, bot_to_sb, "What kind of price range are you looking for? For example, cheap, or moderate.", , , , 
20, 4, 1105, 8, user_to_sb, "moderate", , , , 
20, 4, 1105, 9, bot_to_sb, "Twenty-four, which is in the Chesterton part of town, is an outstanding restaurant. It's in the moderate price range.", , , , 
20, 4, 1105, 9, user_to_sb, "whats the address", , , , 
20, 4, 1105, 10, bot_to_sb, "Twenty-four is on 24 Cambridge Science Park, Milton Road. The price for main courses ranges from 6 pounds to 15 pounds.", , , , 
20, 4, 1105, 10, user_to_sb, "whats the post code", , , , 
20, 4, 1105, 11, bot_to_sb, "Twenty-four is in the area with the postcode CB4 0FN.", , , , 
20, 4, 1105, 11, user_to_sb, "thank you", , , , 
20, 4, 1105, 12, bot_to_sb, "Twenty-four, which is in the Chesterton part of town, is an outstanding restaurant. It's in the moderate price range.", , , , 
20, 4, 1105, 12, user_to_sb, "thank you good bye", , , , 

50, 10, , , , , R, "['C', 'C', 'C', 'C', 'C']", , 
50, 10, 432, 0, bot_to_sb, "Thank you for calling the Cambridge Information system. Your call will be recorded for research purposes. You may ask for information about a place to eat, such as a restaurant, a pub, or a cafe. How may I help you?", , , , 
50, 10, 432, 0, user_to_sb, "unitelligible", , , , 
50, 10, 432, 1, bot_to_sb, "What kind of price range are you looking for? For example, expensive, free, or moderate.", , , , 
50, 10, 432, 1, user_to_sb, "cheap price range please", , , , 
50, 10, 432, 2, bot_to_sb, "Would you like a venue with a cheap pricerange or with no entrance fee?", , , , 
50, 10, 432, 2, user_to_sb, "okay no entrance fee", , , , 
50, 10, 432, 3, bot_to_sb, "Would you like a venue with a cheap pricerange or with no entrance fee?", , , , 
50, 10, 432, 3, user_to_sb, "no entrance fee please", , , , 
50, 10, 432, 4, bot_to_sb, "Would you like a venue with a cheap pricerange or with no entrance fee?", , , , 
50, 10, 432, 4, user_to_sb, "no entrance free fee", , , , 
50, 10, 432, 5, bot_to_sb, "What kind of venue are you looking for? For example, a cafe, or a pub.", , , , 
50, 10, 432, 5, user_to_sb, "looking for a restaurant takeaway restaurant", , , , 
50, 10, 432, 6, bot_to_sb, "What part of town do you have in mind? For example, central, or King's Hedges.", , , , 
50, 10, 432, 6, user_to_sb, "central", , , , 
50, 10, 432, 7, bot_to_sb, "Are you looking for somewhere near a particular venue? For example, the Lynne Strover Gallery, the Museum of Classical Archaeology, or Wandlebury Country Park.", , , , 
50, 10, 432, 7, user_to_sb, "no", R, "['C', 'C', 'C', 'C', 'C']", , 
50, 10, 432, 8, bot_to_sb, "What part of town do you have in mind? For example, something in the Barnwell, Girton, or Newnham area.", , , , 
50, 10, 432, 8, user_to_sb, "unintelligible", , , , 
50, 10, 432, 9, bot_to_sb, "What type of food would you like? For example, Continental, Japanese, or Middleeastern.", , , , 
50, 10, 432, 9, user_to_sb, "chinese", , , , 
50, 10, 432, 10, bot_to_sb, "There is no restaurant serving chinese food that is providing services for free.", , , , 
50, 10, 432, 10, user_to_sb, "thanks goodbye", , , , 

51, 10, , , , , F, "['A', 'A', 'A', 'A', 'A']", , 
51, 10, 432, 0, bot_to_sb, "Thank you for calling the Cambridge Information system. Your call will be recorded for research purposes. You may ask for information about a place to eat, such as a restaurant, a pub, or a cafe. How may I help you?", , , , 
51, 10, 432, 0, user_to_sb, "unitelligible", , , , 
51, 10, 432, 1, bot_to_sb, "What kind of price range are you looking for? For example, expensive, free, or moderate.", , , , 
51, 10, 432, 1, user_to_sb, "cheap price range please", , , , 
51, 10, 432, 2, bot_to_sb, "Would you like a venue with a cheap pricerange or with no entrance fee?", , , , 
51, 10, 432, 2, user_to_sb, "okay no entrance fee", , , , 
51, 10, 432, 3, bot_to_sb, "Would you like a venue with a cheap pricerange or with no entrance fee?", , , , 
51, 10, 432, 3, user_to_sb, "no entrance fee please", , , , 
51, 10, 432, 4, bot_to_sb, "Would you like a venue with a cheap pricerange or with no entrance fee?", , , , 
51, 10, 432, 4, user_to_sb, "no entrance free fee", , , , 
51, 10, 432, 5, bot_to_sb, "What kind of venue are you looking for? For example, a cafe, or a pub.", , , , 
51, 10, 432, 5, user_to_sb, "looking for a restaurant takeaway restaurant", , , , 
51, 10, 432, 6, bot_to_sb, "What part of town do you have in mind? For example, central, or King's Hedges.", , , , 
51, 10, 432, 6, user_to_sb, "central", , , , 
51, 10, 432, 7, bot_to_sb, "Are you looking for somewhere near a particular venue? For example, the Lynne Strover Gallery, the Museum of Classical Archaeology, or Wandlebury Country Park.", , , , 
51, 10, 432, 7, user_to_sb, "no", , , , 
51, 10, 432, 8, bot_to_sb, "What part of town do you have in mind? For example, something in the Barnwell, Girton, or Newnham area.", , , , 
51, 10, 432, 8, user_to_sb, "unintelligible", , , , 
51, 10, 432, 9, bot_to_sb, "What type of food would you like? For example, Continental, Japanese, or Middleeastern.", , , , 
51, 10, 432, 9, user_to_sb, "chinese", F, "['A', 'A', 'A', 'A', 'A']", , 
51, 10, 432, 10, bot_to_sb, "There is no restaurant serving chinese food that is providing services for free.", , , , 
51, 10, 432, 10, user_to_sb, "thanks goodbye", , , , 

57, 12, , , , , R, "['C', 'C', 'C', 'C', 'C']", , 
57, 12, 2172, 0, bot_to_sb, "Thank you for calling the Cambridge Information system. Your call will be recorded for research purposes. You may ask for information about a place to eat, such as a restaurant, a pub, or a cafe. How may I help you?", , , , 
57, 12, 2172, 0, user_to_sb, "breathing sil", , , , 
57, 12, 2172, 1, bot_to_sb, "What kind of venue are you looking for? For example, a pub, or a restaurant.", , , , 
57, 12, 2172, 1, user_to_sb, "noise sil", , , , 
57, 12, 2172, 2, bot_to_sb, "Are you looking for a cafe or a restaurant?", , , , 
57, 12, 2172, 2, user_to_sb, "clicking sil", , , , 
57, 12, 2172, 3, bot_to_sb, "Let me confirm. You are looking for a thai venue.", , , , 
57, 12, 2172, 3, user_to_sb, "a unitelligible restaurant", , , , 
57, 12, 2172, 4, bot_to_sb, "Let me confirm. You are looking for a thai venue.", , , , 
57, 12, 2172, 4, user_to_sb, "that is cheap", , , , 
57, 12, 2172, 5, bot_to_sb, "Let me confirm. You are looking for a thai venue.", , , , 
57, 12, 2172, 5, user_to_sb, "knock sil", , , , 
57, 12, 2172, 6, bot_to_sb, "What type of food would you like? For example, Mexican and Tex Mex, American, or Chinese.", , , , 
57, 12, 2172, 6, user_to_sb, "sea food", , , , 
57, 12, 2172, 7, bot_to_sb, "There is no restaurant serving seafood in the cheap price range.", , , , 
57, 12, 2172, 7, user_to_sb, "sea food", R, "['C', 'C', 'C', 'C', 'C']", , 
57, 12, 2172, 8, bot_to_sb, "Would you like a seafood, or you don't care?", , , , 
57, 12, 2172, 8, user_to_sb, "i dont care", , , , 
57, 12, 2172, 9, bot_to_sb, "What part of town do you have in mind? For example, something in the New Chesterton, Newnham, or Trumpington area.", , , , 
57, 12, 2172, 9, user_to_sb, "unintelligible thank you good bye", , , , 

60, 13, , , , , R, "['C', 'C', 'C', 'C', 'C']", , 
60, 13, 268, 0, bot_to_sb, "Thank you for calling the Cambridge Information system. Your call will be recorded for research purposes. You may ask for information about a place to eat, such as a restaurant, a pub, or a cafe. How may I help you?", , , , 
60, 13, 268, 0, user_to_sb, "im looking for a restaurant in the trumpington area i dont care about the price range", R, "['C', 'C', 'C', 'C', 'C']", , 
60, 13, 268, 1, bot_to_sb, "What kind of venue are you looking for? For example, a cafe, or a restaurant.", , , , 
60, 13, 268, 1, user_to_sb, "restaurant", , , , 
60, 13, 268, 2, bot_to_sb, "What kind of price range are you looking for? For example, expensive, or moderate.", , , , 
60, 13, 268, 2, user_to_sb, "it doesnt matter", , , , 
60, 13, 268, 3, bot_to_sb, "What type of food would you like? For example, American, Indian, or Seafood.", , , , 
60, 13, 268, 3, user_to_sb, "it doesnt matter", , , , 
60, 13, 268, 4, bot_to_sb, "Are you looking for a pub or a restaurant?", , , , 
60, 13, 268, 4, user_to_sb, "a restaurant in the trumpington area i dont care about the price range", , , , 
60, 13, 268, 5, bot_to_sb, "Let me confirm. You don't care about the food and you are looking for a venue.", , , , 
60, 13, 268, 5, user_to_sb, "yes", , , , 
60, 13, 268, 6, bot_to_sb, "What part of town do you have in mind? For example, something in the Castle Hill, riverside, or Trumpington area.", , , , 
60, 13, 268, 6, user_to_sb, "trumpington area", , , , 
60, 13, 268, 7, bot_to_sb, "Let me confirm. You don't care about the food. You are looking for a venue.", , , , 
60, 13, 268, 7, user_to_sb, "yes in the trumpington area", , , , 
60, 13, 268, 8, bot_to_sb, "Are you looking for a pub or a restaurant?", , , , 
60, 13, 268, 8, user_to_sb, "restaurant", , , , 
60, 13, 268, 9, bot_to_sb, "The Oak Bistro is a great restaurant and it's in the Trumpington part of town.", , , , 
60, 13, 268, 9, user_to_sb, "may i have the address phone number and postcode", , , , 
60, 13, 268, 10, bot_to_sb, "The Oak Bistro, which is in the area with the postcode CB2 1EG, is located on 6 Lensfield Road. Its phone number is 01223323361. The price for main courses ranges from 11 pounds 50 to 17 pounds 75.", , , , 
60, 13, 268, 10, user_to_sb, "thank you goodbye", , , , 

61, 13, , , , , R, "['C', 'C', 'C', 'C', 'C']", , 
61, 13, 268, 0, bot_to_sb, "Thank you for calling the Cambridge Information system. Your call will be recorded for research purposes. You may ask for information about a place to eat, such as a restaurant, a pub, or a cafe. How may I help you?", , , , 
61, 13, 268, 0, user_to_sb, "im looking for a restaurant in the trumpington area i dont care about the price range", , , , 
61, 13, 268, 1, bot_to_sb, "What kind of venue are you looking for? For example, a cafe, or a restaurant.", , , , 
61, 13, 268, 1, user_to_sb, "restaurant", R, "['C', 'C', 'C', 'C', 'C']", , 
61, 13, 268, 2, bot_to_sb, "What kind of price range are you looking for? For example, expensive, or moderate.", , , , 
61, 13, 268, 2, user_to_sb, "it doesnt matter", , , , 
61, 13, 268, 3, bot_to_sb, "What type of food would you like? For example, American, Indian, or Seafood.", , , , 
61, 13, 268, 3, user_to_sb, "it doesnt matter", , , , 
61, 13, 268, 4, bot_to_sb, "Are you looking for a pub or a restaurant?", , , , 
61, 13, 268, 4, user_to_sb, "a restaurant in the trumpington area i dont care about the price range", , , , 
61, 13, 268, 5, bot_to_sb, "Let me confirm. You don't care about the food and you are looking for a venue.", , , , 
61, 13, 268, 5, user_to_sb, "yes", , , , 
61, 13, 268, 6, bot_to_sb, "What part of town do you have in mind? For example, something in the Castle Hill, riverside, or Trumpington area.", , , , 
61, 13, 268, 6, user_to_sb, "trumpington area", , , , 
61, 13, 268, 7, bot_to_sb, "Let me confirm. You don't care about the food. You are looking for a venue.", , , , 
61, 13, 268, 7, user_to_sb, "yes in the trumpington area", , , , 
61, 13, 268, 8, bot_to_sb, "Are you looking for a pub or a restaurant?", , , , 
61, 13, 268, 8, user_to_sb, "restaurant", , , , 
61, 13, 268, 9, bot_to_sb, "The Oak Bistro is a great restaurant and it's in the Trumpington part of town.", , , , 
61, 13, 268, 9, user_to_sb, "may i have the address phone number and postcode", , , , 
61, 13, 268, 10, bot_to_sb, "The Oak Bistro, which is in the area with the postcode CB2 1EG, is located on 6 Lensfield Road. Its phone number is 01223323361. The price for main courses ranges from 11 pounds 50 to 17 pounds 75.", , , , 
61, 13, 268, 10, user_to_sb, "thank you goodbye", , , , 

63, 13, , , , , R, "['C', 'C', 'C', 'C', 'C']", , 
63, 13, 268, 0, bot_to_sb, "Thank you for calling the Cambridge Information system. Your call will be recorded for research purposes. You may ask for information about a place to eat, such as a restaurant, a pub, or a cafe. How may I help you?", , , , 
63, 13, 268, 0, user_to_sb, "im looking for a restaurant in the trumpington area i dont care about the price range", , , , 
63, 13, 268, 1, bot_to_sb, "What kind of venue are you looking for? For example, a cafe, or a restaurant.", , , , 
63, 13, 268, 1, user_to_sb, "restaurant", , , , 
63, 13, 268, 2, bot_to_sb, "What kind of price range are you looking for? For example, expensive, or moderate.", , , , 
63, 13, 268, 2, user_to_sb, "it doesnt matter", , , , 
63, 13, 268, 3, bot_to_sb, "What type of food would you like? For example, American, Indian, or Seafood.", , , , 
63, 13, 268, 3, user_to_sb, "it doesnt matter", R, "['C', 'C', 'C', 'C', 'C']", , 
63, 13, 268, 4, bot_to_sb, "Are you looking for a pub or a restaurant?", , , , 
63, 13, 268, 4, user_to_sb, "a restaurant in the trumpington area i dont care about the price range", , , , 
63, 13, 268, 5, bot_to_sb, "Let me confirm. You don't care about the food and you are looking for a venue.", , , , 
63, 13, 268, 5, user_to_sb, "yes", , , , 
63, 13, 268, 6, bot_to_sb, "What part of town do you have in mind? For example, something in the Castle Hill, riverside, or Trumpington area.", , , , 
63, 13, 268, 6, user_to_sb, "trumpington area", , , , 
63, 13, 268, 7, bot_to_sb, "Let me confirm. You don't care about the food. You are looking for a venue.", , , , 
63, 13, 268, 7, user_to_sb, "yes in the trumpington area", , , , 
63, 13, 268, 8, bot_to_sb, "Are you looking for a pub or a restaurant?", , , , 
63, 13, 268, 8, user_to_sb, "restaurant", , , , 
63, 13, 268, 9, bot_to_sb, "The Oak Bistro is a great restaurant and it's in the Trumpington part of town.", , , , 
63, 13, 268, 9, user_to_sb, "may i have the address phone number and postcode", , , , 
63, 13, 268, 10, bot_to_sb, "The Oak Bistro, which is in the area with the postcode CB2 1EG, is located on 6 Lensfield Road. Its phone number is 01223323361. The price for main courses ranges from 11 pounds 50 to 17 pounds 75.", , , , 
63, 13, 268, 10, user_to_sb, "thank you goodbye", , , , 

65, 13, , , , , R, "['C', 'C', 'C', 'C', 'C']", , 
65, 13, 268, 0, bot_to_sb, "Thank you for calling the Cambridge Information system. Your call will be recorded for research purposes. You may ask for information about a place to eat, such as a restaurant, a pub, or a cafe. How may I help you?", , , , 
65, 13, 268, 0, user_to_sb, "im looking for a restaurant in the trumpington area i dont care about the price range", , , , 
65, 13, 268, 1, bot_to_sb, "What kind of venue are you looking for? For example, a cafe, or a restaurant.", , , , 
65, 13, 268, 1, user_to_sb, "restaurant", , , , 
65, 13, 268, 2, bot_to_sb, "What kind of price range are you looking for? For example, expensive, or moderate.", , , , 
65, 13, 268, 2, user_to_sb, "it doesnt matter", , , , 
65, 13, 268, 3, bot_to_sb, "What type of food would you like? For example, American, Indian, or Seafood.", , , , 
65, 13, 268, 3, user_to_sb, "it doesnt matter", , , , 
65, 13, 268, 4, bot_to_sb, "Are you looking for a pub or a restaurant?", , , , 
65, 13, 268, 4, user_to_sb, "a restaurant in the trumpington area i dont care about the price range", , , , 
65, 13, 268, 5, bot_to_sb, "Let me confirm. You don't care about the food and you are looking for a venue.", , , , 
65, 13, 268, 5, user_to_sb, "yes", R, "['C', 'C', 'C', 'C', 'C']", , 
65, 13, 268, 6, bot_to_sb, "What part of town do you have in mind? For example, something in the Castle Hill, riverside, or Trumpington area.", , , , 
65, 13, 268, 6, user_to_sb, "trumpington area", , , , 
65, 13, 268, 7, bot_to_sb, "Let me confirm. You don't care about the food. You are looking for a venue.", , , , 
65, 13, 268, 7, user_to_sb, "yes in the trumpington area", , , , 
65, 13, 268, 8, bot_to_sb, "Are you looking for a pub or a restaurant?", , , , 
65, 13, 268, 8, user_to_sb, "restaurant", , , , 
65, 13, 268, 9, bot_to_sb, "The Oak Bistro is a great restaurant and it's in the Trumpington part of town.", , , , 
65, 13, 268, 9, user_to_sb, "may i have the address phone number and postcode", , , , 
65, 13, 268, 10, bot_to_sb, "The Oak Bistro, which is in the area with the postcode CB2 1EG, is located on 6 Lensfield Road. Its phone number is 01223323361. The price for main courses ranges from 11 pounds 50 to 17 pounds 75.", , , , 
65, 13, 268, 10, user_to_sb, "thank you goodbye", , , , 

67, 13, , , , , R, "['A', 'C', 'A', 'A', 'C']", , 
67, 13, 268, 0, bot_to_sb, "Thank you for calling the Cambridge Information system. Your call will be recorded for research purposes. You may ask for information about a place to eat, such as a restaurant, a pub, or a cafe. How may I help you?", , , , 
67, 13, 268, 0, user_to_sb, "im looking for a restaurant in the trumpington area i dont care about the price range", , , , 
67, 13, 268, 1, bot_to_sb, "What kind of venue are you looking for? For example, a cafe, or a restaurant.", , , , 
67, 13, 268, 1, user_to_sb, "restaurant", , , , 
67, 13, 268, 2, bot_to_sb, "What kind of price range are you looking for? For example, expensive, or moderate.", , , , 
67, 13, 268, 2, user_to_sb, "it doesnt matter", , , , 
67, 13, 268, 3, bot_to_sb, "What type of food would you like? For example, American, Indian, or Seafood.", , , , 
67, 13, 268, 3, user_to_sb, "it doesnt matter", , , , 
67, 13, 268, 4, bot_to_sb, "Are you looking for a pub or a restaurant?", , , , 
67, 13, 268, 4, user_to_sb, "a restaurant in the trumpington area i dont care about the price range", , , , 
67, 13, 268, 5, bot_to_sb, "Let me confirm. You don't care about the food and you are looking for a venue.", , , , 
67, 13, 268, 5, user_to_sb, "yes", , , , 
67, 13, 268, 6, bot_to_sb, "What part of town do you have in mind? For example, something in the Castle Hill, riverside, or Trumpington area.", , , , 
67, 13, 268, 6, user_to_sb, "trumpington area", , , , 
67, 13, 268, 7, bot_to_sb, "Let me confirm. You don't care about the food. You are looking for a venue.", , , , 
67, 13, 268, 7, user_to_sb, "yes in the trumpington area", R, "['A', 'C', 'A', 'A', 'C']", , 
67, 13, 268, 8, bot_to_sb, "Are you looking for a pub or a restaurant?", , , , 
67, 13, 268, 8, user_to_sb, "restaurant", , , , 
67, 13, 268, 9, bot_to_sb, "The Oak Bistro is a great restaurant and it's in the Trumpington part of town.", , , , 
67, 13, 268, 9, user_to_sb, "may i have the address phone number and postcode", , , , 
67, 13, 268, 10, bot_to_sb, "The Oak Bistro, which is in the area with the postcode CB2 1EG, is located on 6 Lensfield Road. Its phone number is 01223323361. The price for main courses ranges from 11 pounds 50 to 17 pounds 75.", , , , 
67, 13, 268, 10, user_to_sb, "thank you goodbye", , , , 

72, 14, , , , , R, "['C', 'C', 'C', 'C', 'C']", , 
72, 14, 241, 0, bot_to_sb, "Thank you for calling the Cambridge Information system. Your call will be recorded for research purposes. You may ask for information about a place to eat, such as a restaurant, a pub, or a cafe. How may I help you?", , , , 
72, 14, 241, 0, user_to_sb, "sil", , , , 
72, 14, 241, 1, bot_to_sb, "What kind of price range are you looking for? For example, cheap, or expensive.", , , , 
72, 14, 241, 1, user_to_sb, "sil", , , , 
72, 14, 241, 2, bot_to_sb, "What kind of price range are you looking for? For example, cheap, or expensive.", , , , 
72, 14, 241, 2, user_to_sb, "i am looking for a pub", , , , 
72, 14, 241, 3, bot_to_sb, "What kind of venue are you looking for? For example, a cafe, or a pub.", , , , 
72, 14, 241, 3, user_to_sb, "im", , , , 
72, 14, 241, 4, bot_to_sb, "What kind of venue are you looking for? For example, a cafe, or a restaurant.", , , , 
72, 14, 241, 4, user_to_sb, "cheap", , , , 
72, 14, 241, 5, bot_to_sb, "What kind of venue are you looking for? For example, a pub, or a restaurant.", , , , 
72, 14, 241, 5, user_to_sb, "cheap", R, "['C', 'C', 'C', 'C', 'C']", , 
72, 14, 241, 6, bot_to_sb, "What kind of venue are you looking for? For example, a cafe, a pub, or a restaurant.", , , , 
72, 14, 241, 6, user_to_sb, "a pub", , , , 
72, 14, 241, 7, bot_to_sb, "Are you looking for a venue with a television?", , , , 
72, 14, 241, 7, user_to_sb, "a pub", , , , 
72, 14, 241, 8, bot_to_sb, "Are you looking for somewhere near a particular venue? For example, the Broughton House, Jesus College, or Williams Art and Antiques.", , , , 
72, 14, 241, 8, user_to_sb, "a pub that allows children and internet connection", , , , 
