data_id,session_id,user_id,time,direction,msg_text,ground-truth,prediction,annotion,note
66, 12, 1851, 19, bot_to_sb, "The post code of rajmahal is C.B 5, 8 R.G", , , , 
66, 12, 1851, 19, user_to_sb, "post code", , , , 
66, 12, 1851, 20, bot_to_sb, "The post code of rajmahal is C.B 5, 8 R.G", , , , 
66, 12, 1851, 20, user_to_sb, "thank", , , , 
66, 12, 1851, 21, bot_to_sb, "the nirala serves indian food in the moderate price range", , , , 
66, 12, 1851, 21, user_to_sb, "address", , , , 
66, 12, 1851, 22, bot_to_sb, "the nirala is a great restaurant", , , , 
66, 12, 1851, 22, user_to_sb, "address", , , , 
66, 12, 1851, 23, bot_to_sb, "Sure , the nirala is on 7 Milton Road Chesterton", , , , 
66, 12, 1851, 23, user_to_sb, "post code", , , , 
66, 12, 1851, 24, bot_to_sb, "The post code of the nirala is C.B 4, 1 U.Y", , , , 
66, 12, 1851, 24, user_to_sb, "thank you good bye", , , , 
66, 12, 1851, 25, bot_to_sb, "the nirala is a great restaurant", , , , 
66, 12, 1851, 25, user_to_sb, "thank you good bye", , , , 

67, 12, , , , , R, "['F', 'F', 'F', 'F', 'F']", , 
67, 12, 1851, 0, bot_to_sb, "Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?", , , , 
67, 12, 1851, 0, user_to_sb, "moderately priced restaurant halal food", , , , 
67, 12, 1851, 1, bot_to_sb, "What part of town do you have in mind?", , , , 
67, 12, 1851, 1, user_to_sb, "doesnt matter", , , , 
67, 12, 1851, 2, bot_to_sb, "Ok , a restaurant in any part of town is that right?", , , , 
67, 12, 1851, 2, user_to_sb, "yes", , , , 
67, 12, 1851, 3, bot_to_sb, "What kind of food would you like?", , , , 
67, 12, 1851, 3, user_to_sb, "halal", , , , 
67, 12, 1851, 4, bot_to_sb, "de luca cucina and bar is in the moderate price range", , , , 
67, 12, 1851, 4, user_to_sb, "again please", , , , 
67, 12, 1851, 5, bot_to_sb, "the nirala serves indian food in the moderate price range", , , , 
67, 12, 1851, 5, user_to_sb, "may i have the address and post code", , , , 
67, 12, 1851, 6, bot_to_sb, "the nirala is on 7 Milton Road Chesterton , C.B 4, 1 U.Y", , , , 
67, 12, 1851, 6, user_to_sb, "again please", R, "['F', 'F', 'F', 'F', 'F']", , 
67, 12, 1851, 7, bot_to_sb, "the nirala serves indian food in the moderate price range", , , , 
67, 12, 1851, 7, user_to_sb, "address", , , , 
67, 12, 1851, 8, bot_to_sb, "Sure , the nirala is on 7 Milton Road Chesterton", , , , 
67, 12, 1851, 8, user_to_sb, "postal code", , , , 
67, 12, 1851, 9, bot_to_sb, "The post code of the nirala is C.B 4, 1 U.Y", , , , 
67, 12, 1851, 9, user_to_sb, "post code", , , , 
67, 12, 1851, 10, bot_to_sb, "The post code of the nirala is C.B 4, 1 U.Y", , , , 
67, 12, 1851, 10, user_to_sb, "thank", , , , 
67, 12, 1851, 11, bot_to_sb, "curry prince serves indian food in the moderate price range", , , , 
67, 12, 1851, 11, user_to_sb, "again", , , , 
67, 12, 1851, 12, bot_to_sb, "meghna serves indian food in the moderate price range", , , , 
67, 12, 1851, 12, user_to_sb, "repeat", , , , 
67, 12, 1851, 13, bot_to_sb, "rajmahal serves indian food in the moderate price range", , , , 
67, 12, 1851, 13, user_to_sb, "re", , , , 
67, 12, 1851, 14, bot_to_sb, "rajmahal is a great restaurant", , , , 
67, 12, 1851, 14, user_to_sb, "address", , , , 
67, 12, 1851, 15, bot_to_sb, "Sure , rajmahal is on 7 Barnwell Road Fen Ditton", , , , 
67, 12, 1851, 15, user_to_sb, "repeat", , , , 
67, 12, 1851, 16, bot_to_sb, "I am sorry but there is no other indian restaurant in the moderate price range", , , , 
67, 12, 1851, 16, user_to_sb, "address", , , , 
67, 12, 1851, 17, bot_to_sb, "rajmahal is a great restaurant", , , , 
67, 12, 1851, 17, user_to_sb, "address", , , , 
67, 12, 1851, 18, bot_to_sb, "Sure , rajmahal is on 7 Barnwell Road Fen Ditton", , , , 
67, 12, 1851, 18, user_to_sb, "fen ditton", , , , 
67, 12, 1851, 19, bot_to_sb, "The post code of rajmahal is C.B 5, 8 R.G", , , , 
67, 12, 1851, 19, user_to_sb, "post code", , , , 
67, 12, 1851, 20, bot_to_sb, "The post code of rajmahal is C.B 5, 8 R.G", , , , 
67, 12, 1851, 20, user_to_sb, "thank", , , , 
67, 12, 1851, 21, bot_to_sb, "the nirala serves indian food in the moderate price range", , , , 
67, 12, 1851, 21, user_to_sb, "address", , , , 
67, 12, 1851, 22, bot_to_sb, "the nirala is a great restaurant", , , , 
67, 12, 1851, 22, user_to_sb, "address", , , , 
67, 12, 1851, 23, bot_to_sb, "Sure , the nirala is on 7 Milton Road Chesterton", , , , 
67, 12, 1851, 23, user_to_sb, "post code", , , , 
67, 12, 1851, 24, bot_to_sb, "The post code of the nirala is C.B 4, 1 U.Y", , , , 
67, 12, 1851, 24, user_to_sb, "thank you good bye", , , , 
67, 12, 1851, 25, bot_to_sb, "the nirala is a great restaurant", , , , 
67, 12, 1851, 25, user_to_sb, "thank you good bye", , , , 

72, 12, , , , , F, "['C', 'C', 'C', 'C', 'R']", , 
72, 12, 1851, 0, bot_to_sb, "Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?", , , , 
72, 12, 1851, 0, user_to_sb, "moderately priced restaurant halal food", , , , 
72, 12, 1851, 1, bot_to_sb, "What part of town do you have in mind?", , , , 
72, 12, 1851, 1, user_to_sb, "doesnt matter", , , , 
72, 12, 1851, 2, bot_to_sb, "Ok , a restaurant in any part of town is that right?", , , , 
72, 12, 1851, 2, user_to_sb, "yes", , , , 
72, 12, 1851, 3, bot_to_sb, "What kind of food would you like?", , , , 
72, 12, 1851, 3, user_to_sb, "halal", , , , 
72, 12, 1851, 4, bot_to_sb, "de luca cucina and bar is in the moderate price range", , , , 
72, 12, 1851, 4, user_to_sb, "again please", , , , 
72, 12, 1851, 5, bot_to_sb, "the nirala serves indian food in the moderate price range", , , , 
72, 12, 1851, 5, user_to_sb, "may i have the address and post code", , , , 
72, 12, 1851, 6, bot_to_sb, "the nirala is on 7 Milton Road Chesterton , C.B 4, 1 U.Y", , , , 
72, 12, 1851, 6, user_to_sb, "again please", , , , 
72, 12, 1851, 7, bot_to_sb, "the nirala serves indian food in the moderate price range", , , , 
72, 12, 1851, 7, user_to_sb, "address", , , , 
72, 12, 1851, 8, bot_to_sb, "Sure , the nirala is on 7 Milton Road Chesterton", , , , 
72, 12, 1851, 8, user_to_sb, "postal code", , , , 
72, 12, 1851, 9, bot_to_sb, "The post code of the nirala is C.B 4, 1 U.Y", , , , 
72, 12, 1851, 9, user_to_sb, "post code", , , , 
72, 12, 1851, 10, bot_to_sb, "The post code of the nirala is C.B 4, 1 U.Y", , , , 
72, 12, 1851, 10, user_to_sb, "thank", , , , 
72, 12, 1851, 11, bot_to_sb, "curry prince serves indian food in the moderate price range", , , , 
72, 12, 1851, 11, user_to_sb, "again", , , , 
72, 12, 1851, 12, bot_to_sb, "meghna serves indian food in the moderate price range", , , , 
72, 12, 1851, 12, user_to_sb, "repeat", F, "['C', 'C', 'C', 'C', 'R']", , 
72, 12, 1851, 13, bot_to_sb, "rajmahal serves indian food in the moderate price range", , , , 
72, 12, 1851, 13, user_to_sb, "re", , , , 
72, 12, 1851, 14, bot_to_sb, "rajmahal is a great restaurant", , , , 
72, 12, 1851, 14, user_to_sb, "address", , , , 
72, 12, 1851, 15, bot_to_sb, "Sure , rajmahal is on 7 Barnwell Road Fen Ditton", , , , 
72, 12, 1851, 15, user_to_sb, "repeat", , , , 
72, 12, 1851, 16, bot_to_sb, "I am sorry but there is no other indian restaurant in the moderate price range", , , , 
72, 12, 1851, 16, user_to_sb, "address", , , , 
72, 12, 1851, 17, bot_to_sb, "rajmahal is a great restaurant", , , , 
72, 12, 1851, 17, user_to_sb, "address", , , , 
72, 12, 1851, 18, bot_to_sb, "Sure , rajmahal is on 7 Barnwell Road Fen Ditton", , , , 
72, 12, 1851, 18, user_to_sb, "fen ditton", , , , 
72, 12, 1851, 19, bot_to_sb, "The post code of rajmahal is C.B 5, 8 R.G", , , , 
72, 12, 1851, 19, user_to_sb, "post code", , , , 
72, 12, 1851, 20, bot_to_sb, "The post code of rajmahal is C.B 5, 8 R.G", , , , 
72, 12, 1851, 20, user_to_sb, "thank", , , , 
72, 12, 1851, 21, bot_to_sb, "the nirala serves indian food in the moderate price range", , , , 
72, 12, 1851, 21, user_to_sb, "address", , , , 
72, 12, 1851, 22, bot_to_sb, "the nirala is a great restaurant", , , , 
72, 12, 1851, 22, user_to_sb, "address", , , , 
72, 12, 1851, 23, bot_to_sb, "Sure , the nirala is on 7 Milton Road Chesterton", , , , 
72, 12, 1851, 23, user_to_sb, "post code", , , , 
72, 12, 1851, 24, bot_to_sb, "The post code of the nirala is C.B 4, 1 U.Y", , , , 
72, 12, 1851, 24, user_to_sb, "thank you good bye", , , , 
72, 12, 1851, 25, bot_to_sb, "the nirala is a great restaurant", , , , 
72, 12, 1851, 25, user_to_sb, "thank you good bye", , , , 

77, 12, , , , , C, "['F', 'F', 'F', 'F', 'F']", , 
77, 12, 1851, 0, bot_to_sb, "Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?", , , , 
77, 12, 1851, 0, user_to_sb, "moderately priced restaurant halal food", , , , 
77, 12, 1851, 1, bot_to_sb, "What part of town do you have in mind?", , , , 
77, 12, 1851, 1, user_to_sb, "doesnt matter", , , , 
77, 12, 1851, 2, bot_to_sb, "Ok , a restaurant in any part of town is that right?", , , , 
77, 12, 1851, 2, user_to_sb, "yes", , , , 
77, 12, 1851, 3, bot_to_sb, "What kind of food would you like?", , , , 
77, 12, 1851, 3, user_to_sb, "halal", , , , 
77, 12, 1851, 4, bot_to_sb, "de luca cucina and bar is in the moderate price range", , , , 
77, 12, 1851, 4, user_to_sb, "again please", , , , 
77, 12, 1851, 5, bot_to_sb, "the nirala serves indian food in the moderate price range", , , , 
77, 12, 1851, 5, user_to_sb, "may i have the address and post code", , , , 
77, 12, 1851, 6, bot_to_sb, "the nirala is on 7 Milton Road Chesterton , C.B 4, 1 U.Y", , , , 
77, 12, 1851, 6, user_to_sb, "again please", , , , 
77, 12, 1851, 7, bot_to_sb, "the nirala serves indian food in the moderate price range", , , , 
77, 12, 1851, 7, user_to_sb, "address", , , , 
77, 12, 1851, 8, bot_to_sb, "Sure , the nirala is on 7 Milton Road Chesterton", , , , 
77, 12, 1851, 8, user_to_sb, "postal code", , , , 
77, 12, 1851, 9, bot_to_sb, "The post code of the nirala is C.B 4, 1 U.Y", , , , 
77, 12, 1851, 9, user_to_sb, "post code", , , , 
77, 12, 1851, 10, bot_to_sb, "The post code of the nirala is C.B 4, 1 U.Y", , , , 
77, 12, 1851, 10, user_to_sb, "thank", , , , 
77, 12, 1851, 11, bot_to_sb, "curry prince serves indian food in the moderate price range", , , , 
77, 12, 1851, 11, user_to_sb, "again", , , , 
77, 12, 1851, 12, bot_to_sb, "meghna serves indian food in the moderate price range", , , , 
77, 12, 1851, 12, user_to_sb, "repeat", , , , 
77, 12, 1851, 13, bot_to_sb, "rajmahal serves indian food in the moderate price range", , , , 
77, 12, 1851, 13, user_to_sb, "re", , , , 
77, 12, 1851, 14, bot_to_sb, "rajmahal is a great restaurant", , , , 
77, 12, 1851, 14, user_to_sb, "address", , , , 
77, 12, 1851, 15, bot_to_sb, "Sure , rajmahal is on 7 Barnwell Road Fen Ditton", , , , 
77, 12, 1851, 15, user_to_sb, "repeat", , , , 
77, 12, 1851, 16, bot_to_sb, "I am sorry but there is no other indian restaurant in the moderate price range", , , , 
77, 12, 1851, 16, user_to_sb, "address", , , , 
77, 12, 1851, 17, bot_to_sb, "rajmahal is a great restaurant", , , , 
77, 12, 1851, 17, user_to_sb, "address", , , , 
77, 12, 1851, 18, bot_to_sb, "Sure , rajmahal is on 7 Barnwell Road Fen Ditton", , , , 
77, 12, 1851, 18, user_to_sb, "fen ditton", C, "['F', 'F', 'F', 'F', 'F']", , 
77, 12, 1851, 19, bot_to_sb, "The post code of rajmahal is C.B 5, 8 R.G", , , , 
77, 12, 1851, 19, user_to_sb, "post code", , , , 
77, 12, 1851, 20, bot_to_sb, "The post code of rajmahal is C.B 5, 8 R.G", , , , 
77, 12, 1851, 20, user_to_sb, "thank", , , , 
77, 12, 1851, 21, bot_to_sb, "the nirala serves indian food in the moderate price range", , , , 
77, 12, 1851, 21, user_to_sb, "address", , , , 
77, 12, 1851, 22, bot_to_sb, "the nirala is a great restaurant", , , , 
77, 12, 1851, 22, user_to_sb, "address", , , , 
77, 12, 1851, 23, bot_to_sb, "Sure , the nirala is on 7 Milton Road Chesterton", , , , 
77, 12, 1851, 23, user_to_sb, "post code", , , , 
77, 12, 1851, 24, bot_to_sb, "The post code of the nirala is C.B 4, 1 U.Y", , , , 
77, 12, 1851, 24, user_to_sb, "thank you good bye", , , , 
77, 12, 1851, 25, bot_to_sb, "the nirala is a great restaurant", , , , 
77, 12, 1851, 25, user_to_sb, "thank you good bye", , , , 

86, 13, , , , , C, "['R', 'R', 'R', 'R', 'R']", , 
86, 13, 1343, 0, bot_to_sb, "Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type .", , , , 
86, 13, 1343, 0, user_to_sb, "noise", , , , 
86, 13, 1343, 1, bot_to_sb, "What part of town do you have in mind?", , , , 
86, 13, 1343, 1, user_to_sb, "thai", , , , 
86, 13, 1343, 2, bot_to_sb, "What part of town do you have in mind?", , , , 
86, 13, 1343, 2, user_to_sb, "west", , , , 
86, 13, 1343, 3, bot_to_sb, "What kind of food would you like?", , , , 
86, 13, 1343, 3, user_to_sb, "thai", , , , 
86, 13, 1343, 4, bot_to_sb, "I'm sorry but there is no chinese restaurant in the west of town", , , , 
86, 13, 1343, 4, user_to_sb, "sil", , , , 
86, 13, 1343, 5, bot_to_sb, "I'm sorry but there is no chinese restaurant in the west of town", , , , 
86, 13, 1343, 5, user_to_sb, "thai", , , , 
86, 13, 1343, 6, bot_to_sb, "I'm sorry but there is no chinese restaurant in the west of town", , , , 
86, 13, 1343, 6, user_to_sb, "thai food", C, "['R', 'R', 'R', 'R', 'R']", , 
86, 13, 1343, 7, bot_to_sb, "Did you say you are looking for a restaurant in the west of town?", , , , 
86, 13, 1343, 7, user_to_sb, "yes", , , , 
86, 13, 1343, 8, bot_to_sb, "I'm sorry but there is no chinese restaurant in the west of town", , , , 
86, 13, 1343, 8, user_to_sb, "how about thai", , , , 
86, 13, 1343, 9, bot_to_sb, "I'm sorry but there is no chinese restaurant in the west of town", , , , 
86, 13, 1343, 9, user_to_sb, "asian", , , , 
86, 13, 1343, 10, bot_to_sb, "I'm sorry but there is no chinese restaurant in the west of town", , , , 
86, 13, 1343, 10, user_to_sb, "address", , , , 
86, 13, 1343, 11, bot_to_sb, "I'm sorry but there is no chinese restaurant in the west of town", , , , 
86, 13, 1343, 11, user_to_sb, "thai", , , , 
86, 13, 1343, 12, bot_to_sb, "Did you say you are looking for a restaurant in the west of town?", , , , 
86, 13, 1343, 12, user_to_sb, "yes", , , , 
86, 13, 1343, 13, bot_to_sb, "I'm sorry but there is no chinese restaurant in the west of town", , , , 
86, 13, 1343, 13, user_to_sb, "thank you good bye", , , , 

87, 13, , , , , R, "['C', 'C', 'C', 'C', 'C']", , 
87, 13, 1343, 0, bot_to_sb, "Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type .", , , , 
87, 13, 1343, 0, user_to_sb, "noise", , , , 
87, 13, 1343, 1, bot_to_sb, "What part of town do you have in mind?", , , , 
87, 13, 1343, 1, user_to_sb, "thai", , , , 
87, 13, 1343, 2, bot_to_sb, "What part of town do you have in mind?", , , , 
87, 13, 1343, 2, user_to_sb, "west", , , , 
87, 13, 1343, 3, bot_to_sb, "What kind of food would you like?", , , , 
87, 13, 1343, 3, user_to_sb, "thai", , , , 
